Z,road_length,road_count,restaurant_count,veg_count,lng,lat
0,0,0,0,0,121.273,30.68541088
0,3999.071482,16,0,0,121.273,30.70344995
15715,3800.668584,27,1,0,121.274,31.19062593
3544,4899.438284,45,6,0,121.274,31.19964477
0,5354.898488,47,12,0,121.274,31.23572002
0,4784.800079,30,6,0,121.274,31.2447388
686,7635.89302,68,55,0,121.274,31.20866361
2606,2716.998654,23,7,0,121.274,31.21768242
5422,4348.374148,45,10,0,121.274,31.22670123
138,2429.123069,9,0,0,121.274,31.77696636
209,5337.978022,23,0,0,121.274,31.76794833
142,3705.614816,14,0,0,121.274,31.78598437
199,3310.507003,21,0,0,121.274,31.79500238
193,446.7063753,1,0,0,121.274,31.80402037
285,1003.119429,7,0,0,121.274,31.81303835
88,3143.186953,22,2,0,121.275,31.1455315
100,3890.468209,28,1,0,121.275,31.15455041
282,9672.227134,125,4,0,121.275,31.16356931
193,5112.328144,30,0,0,121.275,31.74089415
175,1985.953074,11,0,0,121.275,31.74991222
220,3999.926358,12,0,0,121.275,31.75893028
259,3499.444655,13,0,0,121.275,31.71383985
286,3242.917666,12,0,0,121.275,31.72285797
189,3037.847855,21,0,0,121.275,31.73187607
74,1970.124837,12,3,0,121.275,31.13651257
7123,9887.744024,136,209,0,121.275,31.1725882
16899,5770.424896,42,0,0,121.275,31.18160707
254,8938.124612,95,6,0,121.276,31.08239874
922,3341.935679,19,1,0,121.276,31.09141774
73,0,0,0,0,121.276,31.69580359
157,2238.636969,13,0,0,121.276,31.70482173
45,6966.965625,105,72,0,121.276,31.11847468
14,2297.589701,12,3,0,121.276,31.12749364
196,3235.843647,19,3,0,121.276,31.10043674
108,5501.427744,91,53,0,121.276,31.10945572
113,3863.302509,19,37,0,121.277,31.02828442
263,4295.433593,48,0,0,121.277,31.03730351
8167,3742.084009,33,2,0,121.277,31.07337972
2268,3103.282694,14,4,0,121.277,31.04632258
7180,3418.360862,13,9,0,121.277,31.05534164
7952,3987.603244,25,5,0,121.277,31.06436068
1796,3712.866378,34,5,0,121.278,31.00122708
3582,5361.882188,31,20,0,121.278,31.01024621
671,11400.32094,87,0,0,121.278,31.01926532
181,4278.106196,19,0,0,121.278,30.97416962
207,4394.22566,16,0,0,121.278,30.98318878
207,2221.573209,7,0,0,121.278,30.99220794
207,3987.597706,17,6,0,121.279,30.92907358
245,6304.074544,29,0,0,121.279,30.93809282
200,4529.934342,19,0,0,121.279,30.92005434
8571,4012.373412,20,1,0,121.279,30.94711204
3034,1502.109125,8,0,0,121.279,30.95613124
156,3598.722294,16,0,0,121.279,30.96515044
201,3140.970952,26,0,0,121.28,31.48838264
1921,1071.784087,7,0,0,121.28,31.44329018
4199,2158.598873,13,0,0,121.28,31.4523087
124,1087.99422,7,2,0,121.28,31.46132721
156,2623.199108,16,6,0,121.28,31.4703457
198,5307.095516,59,3,0,121.28,31.47936418
365,3366.184662,17,0,0,121.28,30.9020158
207,3699.498013,13,0,0,121.28,30.91103508
365,1325.298614,3,0,0,121.28,30.8749579
365,453.7925087,2,0,0,121.28,30.88397721
365,917.1895825,6,0,0,121.28,30.89299651
365,929.0669156,3,0,0,121.28,30.86593857
104,8337.593079,67,4,0,121.281,31.38917879
149,2310.568602,15,6,0,121.281,31.39819739
166,873.0137333,8,2,0,121.281,31.40721598
176,5555.930542,44,5,0,121.281,31.41623455
2107,3353.2448,12,1,0,121.281,31.42525311
2143,2907.258283,15,0,0,121.281,31.43427165
112,3294.075348,29,0,0,121.281,30.81182233
334,974.9444928,2,0,0,121.281,30.82084174
365,225.5171273,4,0,0,121.281,30.82986113
354,2127.645045,8,0,0,121.281,30.83888051
365,1146.624214,3,1,0,121.281,30.84789988
340,4345.640593,43,1,0,121.281,30.80280291
365,763.6152413,3,0,0,121.281,30.85691923
91,3275.882597,39,3,0,121.282,31.38016018
10079,10124.42411,122,9,0,121.282,31.34408559
339,4700.363548,35,8,0,121.282,31.35310426
1211,4448.297741,46,14,0,121.282,31.36212291
1516,3418.806523,28,14,0,121.282,31.37114155
8092,7701.911479,126,64,0,121.282,31.33506691
365,4015.198232,18,0,0,121.282,30.75770561
368,1438.829586,8,0,0,121.282,30.74868611
365,2743.792225,16,0,0,121.282,30.76672509
365,1955.576444,8,0,0,121.282,30.77574457
295,1384.114272,2,0,0,121.282,30.78476403
348,2518.198863,15,0,0,121.282,30.79378348
9774,4923.894866,24,4,0,121.283,31.30801079
9175,4666.601861,31,0,0,121.283,31.31702951
4216,4411.107266,42,6,0,121.283,31.32604822
73,2623.319899,15,3,0,121.283,31.28095455
6816,4669.266092,29,5,0,121.283,31.28997331
16561,5490.630454,49,8,0,121.283,31.29899206
0,700.5757147,1,0,0,121.283,31.86728907
206,205.2369204,4,0,0,121.283,31.84925316
0,374.3488054,1,0,0,121.283,31.85827112
5881,3373.733541,21,0,0,121.283,30.71260797
0,1032.367889,6,0,0,121.283,30.69456883
0,5764.292576,23,0,0,121.283,30.70358841
6634,3132.686342,14,0,0,121.283,30.73966659
1008,4285.204992,19,0,0,121.283,30.72162753
4255,4097.744411,25,0,0,121.283,30.73064707
0,2363.065314,12,0,0,121.284,31.23586055
169,4022.469388,31,1,0,121.284,31.24487938
201,3675.15074,25,0,0,121.284,31.25389819
150,5341.851439,29,4,0,121.284,31.26291699
0,2671.836889,46,0,0,121.284,31.22684171
45,5311.569843,32,2,0,121.284,31.27193578
208,3152.964477,10,0,0,121.284,31.84023519
44,189.3064762,1,0,0,121.284,31.8312172
178,4609.260841,20,0,0,121.284,31.79514512
239,671.8415452,4,0,0,121.284,31.80416316
142,88.13808809,1,0,0,121.284,31.8221992
225,902.7754791,1,0,0,121.284,31.81318119
146,3034.160739,18,0,0,121.285,31.19076621
0,6462.693106,91,17,0,121.285,31.1997851
304,4721.583765,61,2,0,121.285,31.16370944
336,11823.53343,114,63,0,121.285,31.20880398
1413,6041.845537,72,7,0,121.285,31.21782285
154,5712.243889,47,0,0,121.285,31.7410366
220,2949.944803,17,0,0,121.285,31.75005472
208,5828.678137,25,0,0,121.285,31.75907283
211,4325.133013,14,2,0,121.285,31.76809092
103,3318.542079,17,0,0,121.285,31.78612707
141,3636.688021,14,0,0,121.285,31.777109
9936,5141.224667,65,19,0,121.285,31.17272838
10672,5710.057313,69,15,0,121.285,31.1817473
5365,3621.916572,27,15,0,121.286,31.14567153
150,4005.525788,15,0,0,121.286,31.15469049
73,1308.015477,4,0,0,121.286,31.69594579
157,4124.530566,27,0,0,121.286,31.70496398
236,3741.043591,17,0,0,121.286,31.71398215
286,4672.82086,23,0,0,121.286,31.72300031
213,3121.708926,15,0,0,121.286,31.73201846
1187,8715.093612,129,7,0,121.286,31.11861456
13064,3915.851281,55,11,0,121.286,31.12763357
12528,2709.48525,14,5,0,121.286,31.13665256
62,11510.94791,125,13,0,121.286,31.10959555
175,5101.441496,32,2,0,121.287,31.07351935
207,3771.69818,22,2,0,121.287,31.08253842
186,821.2337081,4,8,0,121.287,31.09155748
5569,2164.188249,14,1,0,121.287,31.05548117
4624,5719.779279,34,1,0,121.287,31.06450027
25,932.1065957,10,5,0,121.287,31.10057652
0,4426.713248,39,100,0,121.288,31.02842381
1678,4378.50186,36,9,0,121.288,31.03744294
2240,2796.829276,17,0,0,121.288,31.00136632
2168,7676.914608,79,8,0,121.288,31.01038549
27,7561.96117,62,0,0,121.288,31.01940466
3174,3954.51999,32,0,0,121.288,31.04646206
169,3644.670291,27,0,0,121.289,30.97430871
207,3099.395851,15,0,0,121.289,30.98332793
207,3499.353749,16,8,0,121.289,30.99234713
2290,3832.479132,16,0,0,121.289,30.94725098
182,2641.915023,10,0,0,121.289,30.95627024
98,3103.278892,10,0,0,121.289,30.96528948
201,3730.749076,33,1,0,121.29,31.4885237
51,58.40205129,1,0,0,121.29,31.4975422
188,4022.284791,14,1,0,121.29,31.47048665
201,3630.910025,24,1,0,121.29,31.47950518
202,3268.414643,17,0,0,121.29,30.92921243
2183,6431.220585,38,2,0,121.29,30.93823171
364,904.9192784,4,0,0,121.29,30.9021545
365,1077.923581,3,0,0,121.29,30.91117382
199,3441.921524,14,0,0,121.29,30.92019313
326,2436.37801,9,0,0,121.29,30.88411581
226,1027.294412,4,0,0,121.29,30.89313516
179,3397.81321,23,2,0,121.291,31.41637521
201,5495.139041,45,1,0,121.291,31.42539382
153,4625.694004,29,2,0,121.291,31.43441241
110,2475.776696,10,0,0,121.291,31.44343099
4199,4534.774691,24,2,0,121.291,31.45244956
2199,2378.986392,8,0,0,121.291,31.46146811
365,0,0,0,0,121.291,30.82999943
359,0,0,0,0,121.291,30.83901886
365,585.641408,3,0,0,121.291,30.87509645
326,1735.217701,7,0,0,121.291,30.84803828
365,2857.316275,8,0,0,121.291,30.85705768
365,1722.430122,7,0,0,121.291,30.86607707
151,4407.768922,38,25,0,121.292,31.38030064
124,5000.979782,58,1,0,121.292,31.3893193
193,3912.947123,19,0,0,121.292,31.39833795
201,1950.375247,8,2,0,121.292,31.40735659
683,4499.915521,39,2,0,121.292,31.36226328
2500,4110.631484,25,4,0,121.292,31.37128196
330,2667.029922,25,0,0,121.292,30.81196053
334,0,0,0,0,121.292,30.82097999
365,1688.718981,9,0,0,121.292,30.77588258
316,1779.793564,8,1,0,121.292,30.78490208
336,902.0903756,5,0,0,121.292,30.79392158
316,2092.60825,13,0,0,121.292,30.80294106
2536,3776.742929,32,5,0,121.293,31.34422586
339,5086.180933,36,8,0,121.293,31.35324457
14463,5311.912085,55,5,0,121.293,31.30815086
5620,4146.951518,41,13,0,121.293,31.31716963
117,2091.099657,14,1,0,121.293,31.32618838
2111,7724.489836,91,12,0,121.293,31.33520713
5623,2041.48356,10,0,0,121.293,30.7398044
8522,5330.933842,26,0,0,121.293,30.72176524
8471,6344.992702,103,0,0,121.293,30.73078483
365,1644.744291,5,0,0,121.293,30.75784352
336,3225.271743,19,0,0,121.293,30.74882397
365,1116.681066,6,0,0,121.293,30.76686305
180,3476.266617,19,4,0,121.294,31.25403796
156,3218.755038,23,3,0,121.294,31.26305681
93,10091.35916,113,78,0,121.294,31.27207565
530,6336.742922,40,3,0,121.294,31.28109447
11090,7062.824258,50,21,0,121.294,31.29011328
15616,2970.029714,39,14,0,121.294,31.29913208
194,1006.809101,5,0,0,121.294,31.84037731
263,1034.368178,3,0,0,121.294,31.83135927
0,1024.696831,1,0,0,121.294,31.86743133
206,1420.226697,2,0,0,121.294,31.84939533
0,0,0,0,0,121.294,31.85841334
11271,3233.588836,15,0,0,121.294,30.71274564
0,1544.000103,5,0,0,121.294,30.69470639
0,3708.322513,15,0,0,121.294,30.70372602
3212,5348.685105,42,76,0,121.295,31.19090563
2722,10828.23787,125,33,0,121.295,31.19992458
158,3912.791482,20,0,0,121.295,31.23600022
124,5639.067935,15,2,0,121.295,31.24501909
172,9850.664898,131,25,0,121.295,31.20894351
0,6711.786218,74,0,0,121.295,31.21796242
0,5433.861636,45,1,0,121.295,31.22698133
207,4586.409706,24,0,0,121.295,31.78626889
249,4810.250575,21,0,0,121.295,31.77725077
189,5109.822236,17,0,0,121.295,31.795287
219,2934.82619,8,0,0,121.295,31.80430509
226,4167.269067,47,0,0,121.295,31.82234122
119,221.9671665,1,0,0,121.295,31.81332316
20004,12263.2006,152,48,0,121.296,31.14581071
122,4388.666062,40,30,0,121.296,31.15482972
210,10592.6203,137,14,0,121.296,31.16384872
208,1310.969836,6,0,0,121.296,31.74117817
220,3475.858673,18,0,0,121.296,31.75019634
217,2658.413243,10,0,0,121.296,31.7592145
270,4698.245878,21,0,0,121.296,31.76823264
286,5155.153633,24,0,0,121.296,31.72314179
263,3309.603947,10,0,0,121.296,31.73215999
21515,4834.43446,42,2,0,121.296,31.13679168
3980,7674.755128,60,3,0,121.296,31.1728677
12096,4842.649289,41,24,0,121.296,31.18188667
207,2105.573676,12,0,0,121.297,31.08267725
183,3021.703534,15,3,0,121.297,31.09169636
138,235.9757132,1,0,0,121.297,31.67805059
113,2152.326519,4,0,0,121.297,31.68706886
182,4060.929926,13,0,0,121.297,31.69608711
281,4121.128836,12,0,0,121.297,31.70510535
275,3959.731605,14,0,0,121.297,31.71412358
9832,4691.21814,31,0,0,121.297,31.11875359
18350,2409.952862,16,3,0,121.297,31.12777265
61,3293.730401,20,6,0,121.297,31.10071545
133,5134.074752,33,0,0,121.297,31.10973453
74,5570.156151,42,4,0,121.298,31.02856234
2755,3911.49501,21,2,0,121.298,31.03758153
121,4976.621133,29,0,0,121.298,31.07365814
5222,4677.84304,41,4,0,121.298,31.0466007
4162,3227.813856,20,0,0,121.298,31.05561986
2404,5009.43158,30,10,0,121.298,31.064639
207,3601.09296,21,5,0,121.299,31.00150471
1989,4757.235226,29,2,0,121.299,31.01052393
79,10015.19483,85,25,0,121.299,31.01954315
57,3974.330813,18,0,0,121.299,30.97444695
178,5981.760627,41,0,0,121.299,30.98346622
207,895.3514455,5,0,0,121.299,30.99248547
51,3000.539222,22,0,0,121.3,31.49768244
51,1078.772933,7,0,0,121.3,31.50670097
204,2853.259572,15,0,0,121.3,30.92935043
207,2645.420259,15,0,0,121.3,30.93836976
365,2444.643298,11,0,0,121.3,30.91131172
207,2255.451691,13,0,0,121.3,30.92033108
1639,2267.472887,11,1,0,121.3,30.94738908
207,2415.762474,13,0,0,121.3,30.95640838
204,897.1159054,2,0,0,121.3,30.96542767
1186,3799.118879,22,1,0,121.301,31.48866389
163,1903.512088,10,21,0,121.301,31.44357094
130,2186.360091,11,2,0,121.301,31.45258955
129,3195.228117,14,2,0,121.301,31.46160816
201,4039.428983,20,0,0,121.301,31.47062675
153,3786.134775,16,1,0,121.301,31.47964532
319,3223.83068,13,0,0,121.301,30.90229235
365,810.1652511,5,0,0,121.301,30.87523415
935,2297.625588,10,0,0,121.301,30.88425357
60,1039.813384,6,0,0,121.301,30.89327296
365,1487.163655,10,0,0,121.301,30.85719529
365,568.2274997,1,0,0,121.301,30.86621473
192,1805.520186,9,0,0,121.302,31.38945895
201,2673.046198,9,1,0,121.302,31.39847765
201,3647.748423,21,0,0,121.302,31.40749633
193,2205.037138,6,0,0,121.302,31.416515
185,2925.097638,18,0,0,121.302,31.42553366
163,4740.596081,37,33,0,121.302,31.4345523
365,1483.523548,5,0,0,121.302,30.8120979
365,0,0,0,0,121.302,30.8211174
365,429.0940068,2,0,0,121.302,30.83013689
365,723.737832,3,0,0,121.302,30.83915637
316,121.8106862,2,0,0,121.302,30.80307838
365,1026.071104,6,0,0,121.302,30.84817584
156,3119.815646,17,1,0,121.303,31.38044024
4,4752.702879,32,12,0,121.303,31.34436526
821,7185.598919,71,3,0,121.303,31.35338402
981,3188.431671,18,1,0,121.303,31.36240278
198,2947.941916,17,0,0,121.303,31.37142151
151,3586.740198,19,3,0,121.303,31.33534648
11187,4062.260056,75,0,0,121.303,30.73994138
290,2927.813537,12,0,0,121.303,30.75798058
5857,1468.907914,10,0,0,121.303,30.74896099
318,2709.887914,13,0,0,121.303,30.76700017
365,616.0583669,2,0,0,121.303,30.77601974
365,1770.308629,4,0,0,121.303,30.7850393
362,16.32264976,1,0,0,121.303,30.79405885
15193,9101.188261,87,7,0,121.304,31.30829007
2163,5758.306954,39,8,0,121.304,31.31730888
16,3900.798473,19,2,0,121.304,31.32632769
1011,3261.738589,30,0,0,121.304,31.28123353
7663,9332.149492,110,185,0,121.304,31.29025239
7876,7259.742835,83,69,0,121.304,31.29927123
0,973.0783029,1,0,0,121.304,31.86757272
0,97.07913071,1,0,0,121.304,31.85855468
8471,2546.644545,12,0,0,121.304,30.71288246
0,172.2651022,1,0,0,121.304,30.69484312
0,4894.355715,11,0,0,121.304,30.7038628
8471,5268.37837,28,0,0,121.304,30.72190211
8471,9025.083488,148,1,0,121.304,30.73092175
145,5874.281202,37,36,0,121.305,31.23613903
6789,14543.88521,118,7,0,121.305,31.24515796
107,5223.542464,35,7,0,121.305,31.25417687
172,6893.492386,41,6,0,121.305,31.26319577
0,8722.282765,172,29,0,121.305,31.21810114
0,3879.211445,34,4,0,121.305,31.22712009
88,9784.418667,101,13,0,121.305,31.27221466
170,920.4506941,6,0,0,121.305,31.84051855
286,1959.405807,7,0,0,121.305,31.83150047
237,416.3663581,2,0,0,121.305,31.84953662
207,4385.280437,21,0,0,121.305,31.80444613
269,13.87252428,1,0,0,121.305,31.82248237
170,434.4883708,2,0,0,121.305,31.81346426
4774,3826.738752,24,339,1,121.306,31.1910442
4493,4508.371769,33,167,0,121.306,31.20006319
3925,7411.937056,82,14,0,121.306,31.16398714
2579,18510.7882,314,63,0,121.306,31.20908217
232,4337.561235,17,0,0,121.306,31.75033709
217,1593.241145,7,0,0,121.306,31.7593553
221,2554.433631,12,0,0,121.306,31.76837349
286,5363.739388,29,0,0,121.306,31.78640984
272,3216.430609,13,0,0,121.306,31.77739167
266,6744.292997,28,0,0,121.306,31.79542799
9073,13249.80409,193,17,0,121.306,31.17300617
2057,9160.337609,90,7,0,121.306,31.18202519
18350,10122.81233,99,103,0,121.307,31.14594903
4964,10515.03856,108,109,0,121.307,31.15496809
251,3247.056697,12,0,0,121.307,31.74131887
228,4008.130538,18,0,0,121.307,31.69622757
286,3342.63632,10,0,0,121.307,31.70524585
286,6207.506279,40,0,0,121.307,31.71426413
286,2092.33399,9,0,0,121.307,31.72328239
286,3256.307588,18,0,0,121.307,31.73230064
8482,6381.728421,40,16,0,121.307,31.11889177
21167,6978.083815,63,24,0,121.307,31.12791087
18350,8069.236795,81,33,0,121.307,31.13692996
10,7738.086349,51,30,0,121.307,31.10987266
1639,6055.089342,45,2,0,121.308,31.07379607
155,5725.403548,56,0,0,121.308,31.08281524
133,6490.779756,65,2,0,121.308,31.09183439
1957,3231.105302,30,0,0,121.308,31.0557577
2659,10986.79993,130,150,1,121.308,31.06477689
94,417.6645356,1,0,0,121.308,31.66917262
138,2610.355943,7,0,0,121.308,31.67819095
174,3729.262938,16,0,0,121.308,31.68720926
121,6850.551069,37,14,0,121.308,31.10085353
128,3047.336471,22,2,0,121.309,31.02870003
3017,5623.565134,53,0,0,121.309,31.03771927
207,2321.84127,17,0,0,121.309,31.00164225
136,7296.700294,77,73,0,121.309,31.01066153
102,9253.683744,112,67,0,121.309,31.01968079
4370,9137.809396,83,23,0,121.309,31.04673849
131,2370.979822,11,0,0,121.309,30.99262296
200,3884.723682,27,10,0,121.31,30.93850696
187,1865.657733,23,0,0,121.31,30.97458435
81,1186.248278,8,0,0,121.31,30.98360366
120,6204.897507,73,61,0,121.31,30.94752633
1602,13335.40189,211,1,0,121.31,30.95654568
1864,4030.854375,26,2,0,121.31,30.96556502
902,2546.462575,18,1,0,121.311,31.48880321
54,4439.061314,30,0,0,121.311,31.49782181
54,481.4305901,2,0,0,121.311,31.50684039
36,4383.271611,37,2,0,121.311,31.47076597
16,3708.493655,18,2,0,121.311,31.4797846
162,3797.235162,17,0,0,121.311,30.92948758
319,2062.372028,10,0,0,121.311,30.90242936
365,1141.009731,4,0,0,121.311,30.91144878
207,3943.971615,20,0,0,121.311,30.92046818
1131,7389.343889,95,0,0,121.311,30.88439047
213,2952.277829,33,0,0,121.311,30.89340992
39,1906.302628,14,0,0,121.312,31.41665394
169,1015.856579,8,0,0,121.312,31.42567264
173,2780.138715,16,3,0,121.312,31.43469134
167,2017.124657,8,0,0,121.312,31.44371002
185,2588.079095,14,0,0,121.312,31.45272868
122,3031.909717,15,0,0,121.312,31.46174733
365,0,0,0,0,121.312,30.83027351
312,348.5452565,3,0,0,121.312,30.83929304
365,2425.21189,20,0,0,121.312,30.87537101
364,1398.907762,10,0,0,121.312,30.84831255
346,3948.633777,32,0,0,121.312,30.85733205
332,3177.134188,14,0,0,121.312,30.86635154
187,3246.145165,26,6,0,121.313,31.38057898
23,2698.789217,15,0,0,121.313,31.38959774
46,2555.979609,17,0,0,121.313,31.39861648
46,3349.450042,25,5,0,121.313,31.40763522
171,5743.983512,29,0,0,121.313,31.36254142
189,2850.395988,21,1,0,121.313,31.3715602
365,347.8440994,4,0,0,121.313,30.81223442
365,293.3684334,3,0,0,121.313,30.82125397
365,2984.851876,11,0,0,121.313,30.76713645
365,744.950532,1,0,0,121.313,30.77615607
365,1645.214758,7,0,0,121.313,30.78517567
365,0,0,0,0,121.313,30.79419527
365,0,0,0,0,121.313,30.80321485
31,2343.86769,14,4,0,121.314,31.3445038
8,3178.423857,16,2,0,121.314,31.35352262
11333,12656.91742,120,34,0,121.314,31.30842841
8256,8235.571778,72,61,0,121.314,31.31744728
3548,5390.243388,64,9,0,121.314,31.32646613
2998,4862.672045,40,5,0,121.314,31.33548498
0,2528.511546,10,0,0,121.314,30.71301845
9439,3693.065598,39,0,0,121.314,30.74007751
8471,3467.287804,23,0,0,121.314,30.72203815
11368,9274.501515,122,4,0,121.314,30.73105783
365,674.6288197,13,0,0,121.314,30.75811681
5066,3961.014508,44,0,0,121.314,30.74909717
4726,11214.87855,102,12,0,121.315,31.25431493
349,9452.825617,86,24,0,121.315,31.26333387
51,4109.251517,36,10,0,121.315,31.27235281
1449,3373.773835,19,12,0,121.315,31.28137173
5158,6729.651252,65,169,0,121.315,31.29039064
7876,9491.180517,115,107,0,121.315,31.29940953
121,0,0,0,0,121.315,31.84065892
0,0,0,0,0,121.315,31.86771324
0,1145.670617,1,0,0,121.315,31.85869514
272,0,0,0,0,121.315,31.84967704
0,2038.59749,4,0,0,121.315,30.69497901
0,3113.951603,10,0,0,121.315,30.70399873
5781,10330.46717,95,33,0,121.316,31.19118191
4493,14818.7262,154,78,0,121.316,31.20020096
9354,7414.263376,63,123,0,121.316,31.23627699
14312,13537.6554,133,303,1,121.316,31.24529596
2654,7794.72523,153,5,0,121.316,31.20921998
0,3384.562268,34,12,0,121.316,31.218239
1752,6023.082033,60,15,0,121.316,31.227258
131,2262.120014,9,0,0,121.316,31.83164078
260,5607.409454,19,0,0,121.316,31.78654991
241,4228.956814,15,0,0,121.316,31.77753169
251,4117.490612,15,0,0,121.316,31.79556811
286,1734.627655,7,0,0,121.316,31.8045863
195,0,0,0,0,121.316,31.82262264
286,0,0,0,0,121.316,31.81360447
13832,7643.517528,69,29,0,121.317,31.1460865
14616,14326.9802,208,26,0,121.317,31.15510561
9397,10989.90298,168,14,0,121.317,31.16412471
233,4052.653272,18,0,0,121.317,31.7414587
192,2573.532213,5,0,0,121.317,31.75047697
243,2693.386207,7,0,0,121.317,31.75949522
224,2615.726333,12,0,0,121.317,31.76851347
260,4990.378557,23,0,0,121.317,31.72342212
286,3049.662633,13,0,0,121.317,31.73244042
18350,5965.884181,66,210,0,121.317,31.13706738
9938,5912.756953,93,1,0,121.317,31.17314379
9747,2736.00175,27,10,0,121.317,31.18216286
82,5776.86235,45,1,0,121.318,31.08295237
1527,3726.169926,33,41,0,121.318,31.09197157
94,4890.98018,20,0,0,121.318,31.66931206
281,459.1330926,3,0,0,121.318,31.6873488
283,3762.143467,15,0,0,121.318,31.67833043
243,3582.148714,6,0,0,121.318,31.69636715
239,5354.799414,29,0,0,121.318,31.70538549
282,4020.408907,17,0,0,121.318,31.71440381
776,9242.303903,81,10,0,121.318,31.1190291
12706,9124.069772,98,78,0,121.318,31.12804825
121,2794.598511,12,30,0,121.318,31.10099076
151,4610.009506,31,2,0,121.318,31.11000993
175,5203.738306,23,0,0,121.319,31.02883687
907,5142.267355,20,0,0,121.319,31.03785616
195,5949.64798,41,0,0,121.319,31.01981758
74,9725.588173,119,15,0,121.319,31.07393315
2399,4428.666767,18,3,0,121.319,31.04687542
6171,2890.733425,29,0,0,121.319,31.05589468
3095,8403.963119,99,38,0,121.319,31.06491392
0,1251.558954,4,0,0,121.319,31.66029367
186,1652.394406,10,0,0,121.32,31.00177895
205,3653.011072,59,30,0,121.32,31.01079827
193,2313.017271,10,0,0,121.32,30.9747209
206,4143.619851,22,1,0,121.32,30.98374026
0,2934.420807,15,0,0,121.32,30.99275961
92,1456.710761,5,0,0,121.32,30.96570152
35,637.3305106,2,0,0,121.321,31.50697895
207,1644.728109,7,0,0,121.321,30.92962388
207,2556.878059,9,1,0,121.321,30.93864331
314,1558.440194,7,0,0,121.321,30.91158499
207,2374.475631,11,0,0,121.321,30.92060444
1409,5682.324397,72,24,0,121.321,30.94766273
50,1741.692207,15,2,0,121.321,30.95668213
37,7407.592163,87,5,0,121.322,31.48894167
54,2860.841154,16,2,0,121.322,31.49796032
1515,4039.472333,26,9,0,121.322,31.44384823
2196,2193.129858,20,10,0,121.322,31.45286695
905,2897.245004,26,2,0,121.322,31.46188565
20,6422.339257,53,7,0,121.322,31.47090434
6,5840.707816,42,4,0,121.322,31.47992301
947,2348.710509,13,0,0,121.322,30.90256552
238,3410.112778,13,0,0,121.322,30.87550703
786,3716.950486,28,0,0,121.322,30.88452654
7879,2989.279142,37,0,0,121.322,30.89354603
1683,3308.23028,5,0,0,121.322,30.84844842
358,2697.90084,14,0,0,121.322,30.85746797
246,2093.506276,6,0,0,121.322,30.86648751
49,4297.755475,22,1,0,121.323,31.38973566
46,4013.812177,19,3,0,121.323,31.39875446
51,3101.065532,19,3,0,121.323,31.40777324
749,2412.968311,11,1,0,121.323,31.41679201
9417,3728.935411,23,0,0,121.323,31.42581076
8767,2502.793561,12,1,0,121.323,31.43482951
365,2738.221551,9,0,0,121.323,30.81237009
365,2209.924479,18,0,0,121.323,30.8213897
365,63.07428657,2,0,0,121.323,30.83040928
1377,816.7295034,4,0,0,121.323,30.83942886
365,1221.29513,9,0,0,121.323,30.79433085
365,1975.538315,9,0,0,121.323,30.80335048
54,1729.762577,11,0,0,121.324,31.38071686
23,5250.299605,29,10,0,121.324,31.34464149
59,7340.440731,57,15,0,121.324,31.35366035
122,5139.316509,32,4,0,121.324,31.3626792
174,4333.610482,21,1,0,121.324,31.37169803
6121,5602.658582,69,12,0,121.324,31.33562261
11124,3370.2391,30,0,0,121.324,30.7402128
2745,1987.006604,35,0,0,121.324,30.7582522
5722,3480.2879,40,0,0,121.324,30.74923251
365,1598.19176,3,0,0,121.324,30.76727188
365,1110.783676,5,0,0,121.324,30.77629155
365,1717.110254,11,0,0,121.324,30.78531121
9119,4849.239011,75,13,0,121.325,31.3085659
11048,5695.927672,39,8,0,121.325,31.31758482
15274,10604.73116,112,5,0,121.325,31.32660372
2978,2962.658928,23,2,0,121.325,31.28150907
13859,6563.094079,57,34,0,121.325,31.29052803
11930,9936.007762,111,41,0,121.325,31.29954697
0,4410.30465,20,0,0,121.325,30.71315359
0,2011.559322,6,0,0,121.325,30.69511406
0,2739.990245,9,0,0,121.325,30.70413383
4712,4389.260416,35,2,0,121.325,30.72217334
11368,4966.04071,79,1,0,121.325,30.73119308
9701,5666.232776,45,19,0,121.326,31.23641409
13832,7346.150314,69,62,0,121.326,31.24543311
16217,11711.72259,133,107,0,121.326,31.25445212
12603,8832.62775,78,21,0,121.326,31.26347112
815,7679.593186,184,11,0,121.326,31.218376
1688,14070.14113,199,57,0,121.326,31.22739505
9866,2796.176754,17,13,0,121.326,31.2724901
166,599.6506368,4,0,0,121.326,31.84079841
62,3243.256357,23,0,0,121.326,31.83178022
49,661.774561,1,0,0,121.326,31.85883473
275,1257.451139,1,0,0,121.326,31.84981658
89,766.8534569,8,0,0,121.326,31.82276203
286,73.45440539,1,0,0,121.326,31.81374382
10487,5976.129165,56,7,0,121.327,31.19131877
2367,3999.895605,45,70,0,121.327,31.20033786
13479,8540.599346,92,9,1,121.327,31.16426142
2151,3214.568006,73,0,0,121.327,31.20935694
219,3670.097643,20,0,0,121.327,31.75963427
255,1522.685507,8,0,0,121.327,31.76865257
267,4234.883882,16,0,0,121.327,31.78668911
253,3172.441857,13,0,0,121.327,31.77767084
251,314.0276249,1,0,0,121.327,31.79570736
286,0,0,0,0,121.327,31.80472559
13832,4741.296287,77,0,0,121.327,31.17328055
