公司名称	披露日期	上市地和板块	保荐机构	披露类型
浙江长城电工科技股份有限公司	2017-03-17	上交所	中天国富证券有限公司	预先披露
上海韦尔半导体股份有限公司	2017-03-16	上交所	国信证券股份有限公司	预先披露更新
上海鸣志电器股份有限公司	2017-03-16	上交所	安信证券股份有限公司	预先披露更新
德邦物流股份有限公司	2017-03-16	上交所	中信证券股份有限公司	预先披露更新
营口金辰机械股份有限公司	2017-03-16	上交所	中泰证券股份有限公司	预先披露更新
金石资源集团股份有限公司	2017-03-16	上交所	中信证券股份有限公司	预先披露更新
恒为科技（上海）股份有限公司	2017-03-09	上交所	招商证券股份有限公司	预先披露更新
新凤鸣集团股份有限公司	2017-03-09	上交所	申万宏源证券承销保荐有限责任公司	预先披露更新
浙江迪贝电气股份有限公司	2017-03-09	上交所	东方花旗证券有限公司	预先披露更新
金能科技股份有限公司	2017-03-09	上交所	国泰君安证券股份有限公司	预先披露更新
四川华体照明科技股份有限公司	2017-03-02	上交所	东吴证券股份有限公司	预先披露更新
江苏省农垦农业发展股份有限公司	2017-03-02	上交所	国信证券股份有限公司	预先披露更新
浙江大丰实业股份有限公司	2017-03-02	上交所	国泰君安证券股份有限公司	预先披露更新
石家庄科林电气股份有限公司	2017-03-02	上交所	东吴证券股份有限公司	预先披露更新
浙江铁流离合器股份有限公司	2017-03-01	上交所	安信证券股份有限公司	预先披露更新
重庆秦安机电股份有限公司	2017-03-01	上交所	长城证券股份有限公司	预先披露更新
上海格尔软件股份有限公司	2017-02-23	上交所	国融证券股份有限公司	预先披露更新
南京圣和药业股份有限公司	2017-02-22	上交所	华泰联合证券有限责任公司	预先披露更新
宁波美诺华药业股份有限公司	2017-02-22	上交所	浙商证券股份有限公司	预先披露更新
山东金麒麟股份有限公司	2017-02-17	上交所	国金证券股份有限公司	预先披露更新
福建坤彩材料科技股份有限公司	2017-02-17	上交所	国金证券股份有限公司	预先披露更新
科沃斯机器人股份有限公司	2017-02-10	上交所	中国国际金融股份有限公司	预先披露
郑州凯雪冷链股份有限公司	2017-02-10	上交所	中原证券股份有限公司	预先披露
雪龙集团股份有限公司	2017-02-10	上交所	广发证券股份有限公司	预先披露
厦门金牌厨柜股份有限公司	2017-01-20	上交所	兴业证券股份有限公司	预先披露更新
江阴江化微电子材料股份有限公司	2017-01-20	上交所	华泰联合证券有限责任公司	预先披露更新
广东世运电路科技股份有限公司	2017-01-13	上交所	金元证券股份有限公司	预先披露更新
惠达卫浴股份有限公司	2017-01-13	上交所	平安证券股份有限公司	预先披露更新
江苏新日电动车股份有限公司	2017-01-13	上交所	海通证券股份有限公司	预先披露更新
浙江三美化工股份有限公司	2017-01-13	上交所	长江证券承销保荐有限公司	预先披露
浙江国祥股份有限公司	2017-01-13	上交所	海通证券股份有限公司	预先披露
碳元科技股份有限公司	2017-01-13	上交所	中信证券股份有限公司	预先披露更新
上海蓝怡科技股份有限公司	2017-01-06	上交所	国金证券股份有限公司	预先披露
倍加洁集团股份有限公司	2017-01-06	上交所	广发证券股份有限公司	预先披露
勋龙智造精密应用材料（苏州）股份有限公司	2017-01-06	上交所	长江证券承销保荐有限公司	预先披露
北洋出版传媒股份有限公司	2017-01-06	上交所	中国国际金融股份有限公司	预先披露
南岳电控（衡阳）工业技术股份有限公司	2017-01-06	上交所	国泰君安证券股份有限公司	预先披露
河南金丹乳酸科技股份有限公司	2017-01-06	上交所	国金证券股份有限公司	预先披露
神驰机电股份有限公司	2017-01-06	上交所	华西证券股份有限公司	预先披露
科华控股股份有限公司	2017-01-06	上交所	东北证券股份有限公司	预先披露
联德精密材料（中国）股份有限公司	2017-01-06	上交所	长江证券承销保荐有限公司	预先披露
西安银行股份有限公司	2017-01-06	上交所	中信证券股份有限公司	预先披露
上海秦森园林股份有限公司	2016-12-30	上交所	光大证券股份有限公司	预先披露
上海锦和商业经营管理股份有限公司	2016-12-30	上交所	中信建投证券股份有限公司	预先披露
北京康辰药业股份有限公司	2016-12-30	上交所	广发证券股份有限公司	预先披露
河北养元智汇饮品股份有限公司	2016-12-30	上交所	国信证券股份有限公司	预先披露
浙江华达新型材料股份有限公司	2016-12-30	上交所	海通证券股份有限公司	预先披露
苏州金宏气体股份有限公司	2016-12-30	上交所	招商证券股份有限公司	预先披露
上海至正道化高分子材料股份有限公司	2016-12-28	上交所	申万宏源证券承销保荐有限责任公司	预先披露更新
拉芳家化股份有限公司	2016-12-28	上交所	广发证券股份有限公司	预先披露更新
湖南空港实业股份有限公司	2016-12-28	上交所	安信证券股份有限公司	预先披露更新
瑞斯康达科技发展股份有限公司	2016-12-27	上交所	招商证券股份有限公司	预先披露更新
艾艾精密工业输送系统（上海）股份有限公司	2016-12-27	上交所	长江证券承销保荐有限公司	预先披露更新
陕西康惠制药股份有限公司	2016-12-27	上交所	国金证券股份有限公司	预先披露更新
中国华融资产管理股份有限公司	2016-12-23	上交所	华融证券股份有限公司,中国国际金融股份有限公司	预先披露
厦门东亚机械工业股份有限公司	2016-12-23	上交所	申万宏源证券承销保荐有限责任公司	预先披露
嘉友国际物流股份有限公司	2016-12-23	上交所	海通证券股份有限公司	预先披露
国联证券股份有限公司	2016-12-23	上交所	南京证券股份有限公司	预先披露
天津七一二通信广播股份有限公司	2016-12-23	上交所	中信证券股份有限公司	预先披露
毛戈平化妆品股份有限公司	2016-12-23	上交所	长江证券承销保荐有限公司	预先披露
浙江鸿禧能源股份有限公司	2016-12-23	上交所	中德证券有限责任公司	预先披露
浩德科技股份有限公司	2016-12-23	上交所	华泰联合证券有限责任公司	预先披露
温州康宁医院股份有限公司	2016-12-23	上交所	中信建投证券股份有限公司	预先披露
湖北省宏源药业科技股份有限公司	2016-12-23	上交所	长江证券承销保荐有限公司	预先披露
申联生物医药（上海）股份有限公司	2016-12-23	上交所	国信证券股份有限公司	预先披露
长沙银行股份有限公司	2016-12-23	上交所	中信证券股份有限公司	预先披露
宁波圣龙汽车动力系统股份有限公司	2016-12-21	上交所	国信证券股份有限公司	预先披露更新
浙江寿仙谷医药股份有限公司	2016-12-21	上交所	国信证券股份有限公司	预先披露更新
中持水务股份有限公司	2016-12-20	上交所	中国中投证券有限责任公司	预先披露更新
新经典文化股份有限公司	2016-12-20	上交所	东方花旗证券有限公司	预先披露更新
江苏新泉汽车饰件股份有限公司	2016-12-20	上交所	中信建投证券股份有限公司	预先披露更新
浙江诚意药业股份有限公司	2016-12-20	上交所	东兴证券股份有限公司	预先披露更新
山东大业股份有限公司	2016-12-16	上交所	国金证券股份有限公司	预先披露
漱玉平民大药房连锁股份有限公司	2016-12-16	上交所	中泰证券股份有限公司	预先披露
贵州燃气集团股份有限公司	2016-12-16	上交所	东海证券股份有限公司	预先披露
长威信息科技发展股份有限公司	2016-12-16	上交所	长江证券承销保荐有限公司	预先披露
牧高笛户外用品股份有限公司	2016-12-15	上交所	国泰君安证券股份有限公司	预先披露更新
合肥泰禾光电科技股份有限公司	2016-12-14	上交所	东方花旗证券有限公司	预先披露更新
江苏龙蟠科技股份有限公司	2016-12-14	上交所	国泰君安证券股份有限公司	预先披露更新
浙江三星新材股份有限公司	2016-12-14	上交所	国信证券股份有限公司	预先披露更新
大连华信计算机技术股份有限公司	2016-12-09	上交所	海通证券股份有限公司	预先披露
安徽集友新材料股份有限公司	2016-12-09	上交所	国海证券股份有限公司	预先披露更新
杭州华光焊接新材料股份有限公司	2016-12-09	上交所	英大证券有限责任公司	预先披露更新
江苏紫金农村商业银行股份有限公司	2016-12-09	上交所	中信建投证券股份有限公司	预先披露
江苏美思德化学股份有限公司	2016-12-09	上交所	广发证券股份有限公司	预先披露更新
江西汇仁药业股份有限公司	2016-12-09	上交所	海通证券股份有限公司	预先披露
宣城市华菱精工科技股份有限公司	2016-12-02	上交所	中国中投证券有限责任公司	预先披露
浙江恒林椅业股份有限公司	2016-12-02	上交所	兴业证券股份有限公司	预先披露
西藏卫信康医药股份有限公司	2016-12-02	上交所	中信证券股份有限公司	预先披露
合肥常青机械股份有限公司	2016-12-01	上交所	东方花旗证券有限公司	预先披露更新
天域生态园林股份有限公司	2016-11-18	上交所	中德证券有限责任公司	预先披露更新
安正时尚集团股份有限公司	2016-11-18	上交所	中信证券股份有限公司	预先披露更新
昆山科森科技股份有限公司	2016-11-18	上交所	海通证券股份有限公司	预先披露更新
浙江晨丰科技股份有限公司	2016-11-18	上交所	中德证券有限责任公司	预先披露
首创置业股份有限公司	2016-11-18	上交所	中信建投证券股份有限公司,第一创业摩根大通证券有限责任公司	预先披露
上海克来机电自动化工程股份有限公司	2016-11-16	上交所	华泰联合证券有限责任公司	预先披露更新
杰克缝纫机股份有限公司	2016-11-16	上交所	中信建投证券股份有限公司	预先披露更新
