城市定位,区县定位,街道定位,小区定位,热度,参考均价,建筑年代,建筑类型,物业费,物业,开发商,楼栋总数,房屋总数,经度,纬度,房龄
南京,六合 ,南门新城 ,彤华小区               ,0,,1998,板楼           ,0.6,暂无信息                      ,苏州丹华君都房地产开发有限公司            ,6,103,118.841668 ,32.345587,21.0
南京,玄武 ,玄武门  ,西家大塘               ,127,56627,1980,板楼           ,0.3,业主自筹物业                    ,南京鼓楼城镇建设综合开发(集团)公司         ,27,1082,118.7993527,32.06946479,39.0
南京,江宁 ,岔路口  ,旭辉铂悦秦淮             ,123,45978,2001,塔楼/板楼        ,1.9,上海永升物业管理有限公司              ,南京旭东房地产开发有限公司              ,6,573,118.800627 ,31.965322999999998,18.0
南京,玄武 ,锁金村  ,板仓街49-2号           ,23,32942,2003,板楼           ,0.6,南京玄武物业管理有限公司              ,南京市玄武区城镇建设综合开发公司           ,2,84,118.829519 ,32.076395,16.0
南京,鼓楼 ,宁海路  ,上海路81号             ,21,37980,1983,板楼           ,,社区居委会代管                   ,中国华阳投资控股有限公司               ,1,49,118.781476 ,32.057990000000004,36.0
南京,江宁 ,科学园  ,尚景公寓               ,104,28337,2007,塔楼/板楼        ,1,南京久强物业配套有限公司              ,南京晨曦房地产开发有限公司              ,2,775,118.853349 ,31.936753000000003,12.0
南京,建邺 ,水西门  ,莫愁湖西路9号            ,18,30939,2000,板楼           ,0.3,街道办事处（委员会）代管物业            ,南京鼓楼城镇建设综合开发（集团）公司         ,1,30,118.7639825,32.04242392,19.0
南京,玄武 ,锁金村  ,紫玉山庄               ,38,42981,2011,板楼           ,1.5,街道办事处（委员会）代管物业            ,江苏建江物业招商发展有限公司             ,6,149,118.8338812,32.08367569,8.0
南京,雨花台,雨花新村 ,雨花南路               ,21,27370,1998,板楼/塔板结合      ,,街道办事处（委员会）代管物业            ,公交四公司职工福利房                 ,4,156,118.780764 ,31.999237,21.0
南京,鼓楼 ,小市   ,张王庙                ,43,25280,1980,塔板结合         ,0.5,街道办事处（委员会）代管物业            ,南京市下关城市建设开发(集团)有限公司        ,31,639,118.784833 ,32.10658,39.0
南京,栖霞 ,仙林   ,星叶枫情水岸             ,330,34746,2013,板楼           ,1.9,业主自筹物业                    ,南京栖霞建设股份有限公司               ,24,1705,118.981566 ,32.134823,6.0
南京,高淳 ,高淳   ,富馨花园               ,0,10642,,未知类型         ,,暂无信息                      ,暂无信息                       ,15,360,118.898008 ,31.343953000000003,
南京,鼓楼 ,宁海路  ,虎踞路86号             ,116,58072,1990,板楼/塔板结合      ,0.3,街道办事处（委员会）代管物业            ,无开发商                       ,6,289,118.7653247,32.05734354,29.0
南京,鼓楼 ,三牌楼  ,狗耳巷小区              ,134,45538,1960,板楼/塔板结合/平房   ,0.4,街道办事处（委员会）代管物业            ,鼓楼区房产开发公司                  ,30,596,118.773247 ,32.082864,59.0
南京,秦淮 ,洪家园  ,戎兴苑                ,3,,1990,板楼           ,0.5,南京安居物业有限公司积善小区分公司         ,南京市秦淮区房地产开发公司              ,4,120,118.8285627,32.01468212,29.0
南京,六合 ,大厂   ,扬子九村               ,4,15775,1986,板楼           ,,暂无信息                      ,南通钜相房地产开发有限公               ,21,718,118.770963 ,32.245616,33.0
南京,玄武 ,长江路  ,苏苑大厦               ,52,32069,2008,塔楼           ,0.5,南京大发物业管理有限公司              ,南京市玄武区城镇建设综合开发公司           ,1,275,118.794692 ,32.052392,11.0
南京,鼓楼 ,龙江   ,香榭里                ,231,50246,2000,板楼           ,1.9,银城物业管理有限公司                ,江苏宏图高科房地产开发有限公司            ,9,452,118.744214 ,32.057942,19.0
南京,秦淮 ,月牙湖  ,紫金城西区              ,150,32709,1998,板楼           ,1.2,无物业管理服务                   ,南京栖霞建设股份有限公司               ,15,383,118.8375573,32.04191453,21.0
南京,秦淮 ,大光路  ,大光里小区              ,125,33635,1989,塔板结合         ,0.5,街道办事处（委员会）代管物业            ,南京城市建设开发（集团）总公司            ,9,555,118.814498 ,32.032234,30.0
南京,秦淮 ,来凤里  ,越城天地（应天府）          ,65,,,未知类型         ,,暂无信息                      ,招商局地产（南京）有限公司              ,1,1,118.780066 ,32.017524,
南京,江宁 ,麒麟镇  ,教师公寓               ,0,,,未知类型         ,,暂无信息                      ,暂无信息                       ,4,102,118.926147 ,32.064675,
南京,玄武 ,卫岗   ,卫岗3号               ,47,33635,1983,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京市玄武区城建发展有限责任公司           ,7,262,118.8510816,32.04347616,36.0
南京,栖霞 ,仙林   ,依云溪谷一期             ,47,46400,2006,板楼           ,2.5,南京招商局物业管理有限公司             ,招商局地产（南京）有限公司              ,134,723,118.9289292,32.09568261,13.0
南京,雨花台,铁心桥  ,春江花园               ,15,,2005,塔板结合         ,0.6,福州融侨物业管理有限公司南京分公司         ,江苏融侨置业有限公司                 ,9,433,118.7699737,31.96938606,14.0
南京,江宁 ,东山镇  ,邮电公寓               ,0,27903,,塔板结合         ,,暂无信息                      ,暂无信息                       ,1,36,118.858512 ,31.956145000000003,
南京,江宁 ,东山镇  ,中心花园(江宁)           ,31,29227,2000,板楼           ,0.8,街道办事处（委员会）代管物业            ,南京市政建设开发有限公司               ,13,450,118.854566 ,31.95743,19.0
南京,溧水 ,溧水城中 ,宏泰花苑西区             ,0,10973,1996,塔板结合         ,1.2,中化金茂物业管理（北京）有限公司杭州分公司     ,无                          ,7,176,119.042779 ,31.658828000000003,23.0
南京,鼓楼 ,五塘广场 ,五塘村                ,43,27384,1978,板楼/塔板结合      ,0.4,街道办事处（委员会）代管物业            ,南京市政建设开发有限公司               ,23,1091,118.788888 ,32.11665,41.0
南京,江宁 ,禄口   ,文豪花园               ,3,19697,2010,塔板结合         ,1,暂无信息                      ,四川省聚丰房地产开发有限责任公司1          ,22,22,118.88094  ,31.783178000000003,9.0
南京,江宁 ,东山镇  ,芙阁新村               ,28,26395,1998,塔楼/板楼/塔板结合   ,0.3,业主自筹物业                    ,南京江宁市政建设房地产开发有限公司          ,34,833,118.857005 ,31.964634000000004,21.0
南京,六合 ,南门新城 ,文博家园               ,4,14812,2005,板楼           ,1,暂无信息                      ,曲江文商集团                     ,17,565,118.837294 ,32.342315,14.0
南京,栖霞 ,晓庄   ,新城尚座花园             ,94,29377,2007,塔楼/板楼        ,,街道办事处（委员会）代管物业            ,南京新城创置房地产有限公司              ,5,475,118.831718 ,32.118429,12.0
南京,玄武 ,珠江路  ,将军巷                ,103,66491,1988,塔板结合         ,0.5,街道办事处（委员会）代管物业            ,南京市玄武区城建发展有限公司             ,5,200,118.799152 ,32.057202000000004,31.0
南京,秦淮 ,升州路  ,观城                 ,299,49728,2009,塔楼/板楼        ,,私人承办物业                    ,南京龙高置业有限公司                 ,3,647,118.7926252,32.0337572,10.0
南京,高淳 ,高淳   ,牡丹园                ,1,,,未知类型         ,,暂无信息                      ,暂无信息                       ,22,469,118.878755 ,31.333428,
南京,鼓楼 ,三牌楼  ,西瓜圃桥               ,50,32557,1984,板楼/塔板结合      ,0.5,街道办事处（委员会）代管物业            ,鼓楼区房产开发公司                  ,30,708,118.770685 ,32.087595,35.0
南京,雨花台,板桥   ,金叶花园               ,45,17916,1990,塔板结合         ,0.5,业主自管                      ,湖北金叶房地产开发有限公司              ,41,1277,118.6575231,31.9301952,29.0
南京,江宁 ,麒麟镇  ,中海国际社区三期           ,147,27701,2016,塔楼/塔板结合      ,,中海物业管理有限公司南京分公司           ,中海地产                       ,8,631,118.915932 ,32.033733000000005,3.0
南京,秦淮 ,秦虹   ,商茂新园               ,112,36108,2005,塔楼/板楼        ,0.6,街道办事处（委员会）代管物业            ,南京商茂房地产开发有限责任公司            ,6,336,118.817323 ,32.015321,14.0
南京,栖霞 ,马群   ,马群新街38号            ,1,,2005,板楼           ,1.5,南京金凤凰物业管理有限公司             ,0                          ,2,23,118.9018608,32.05800859,14.0
南京,秦淮 ,新街口  ,力联大厦               ,135,45572,2002,塔楼/塔板结合      ,0.6,私人承办物业                    ,南京市白下区房产局                  ,3,317,118.795799 ,32.041404,17.0
南京,鼓楼 ,三牌楼  ,镇江路1-11号           ,10,27041,1986,板楼/塔板结合      ,0.5,街道办事处（委员会）代管物业            ,无开发商                       ,6,171,118.76288  ,32.080798,33.0
南京,鼓楼 ,龙江   ,石头城71号             ,33,33659,1996,塔板结合         ,,暂无信息                      ,南京鼓楼城镇建设综合开发（集团）公司         ,4,176,118.7574876,32.06358518,23.0
南京,鼓楼 ,福建路  ,钟阜路1号              ,4,24818,1986,板楼/塔板结合      ,1,业主自筹物业                    ,南京市鼓楼区房管所                  ,4,85,118.777049 ,32.095262,33.0
南京,建邺 ,兴隆大街 ,紫檀雅居               ,37,36935,2000,板楼           ,1.6,业主自筹物业                    ,南京建瑞房地产开发有限公司              ,12,25,118.737385 ,32.018060999999996,19.0
南京,江宁 ,百家湖  ,佳湖西路6号             ,14,33887,2001,板楼/塔板结合      ,1.5,街道办事处（委员会）代管物业            ,无开发商                       ,5,132,118.816745 ,31.944453999999997,18.0
南京,鼓楼 ,三牌楼  ,三牌楼大街              ,253,42273,1987,板楼/塔板结合      ,0.4,街道办事处（委员会）代管物业            ,鼓楼区房产开发公司                  ,161,3134,118.771828 ,32.08668,32.0
南京,江宁 ,东山镇  ,芙蓉园                ,29,23637,2002,塔板结合         ,0.4,业主自筹物业                    ,南京江天盛德房地产开发有限公司            ,22,638,118.854524 ,31.964915,17.0
南京,秦淮 ,瑞金路  ,清河公寓               ,182,40582,1996,板楼           ,0.5,业主自筹物业                    ,南京市白下城市建设(集团)有限公司          ,8,319,118.820087 ,32.040797,23.0
南京,鼓楼 ,热河南路 ,边城V时代广场            ,1,,,板楼           ,1.9,南京边城物业管理有限公司              ,边城集团                       ,1,2,118.7479392,32.09014793,
南京,玄武 ,长江路  ,大悲巷                ,20,34376,1985,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京城镇建设开发有限公司               ,7,125,118.808333 ,32.0519,34.0
南京,秦淮 ,秦虹   ,白鹭东苑               ,95,29237,1998,板楼/塔板结合      ,0.4,南京市秦淮区商业网点物业管理有限公司        ,南京市秦淮区房地产开发公司              ,21,336,118.804767 ,32.022231,21.0
南京,建邺 ,万达广场 ,今日家园丹桂居            ,284,37989,1999,塔板结合         ,0.5,业主自筹物业                    ,南京建邺城镇建设开发集团有限公司           ,18,851,118.740834 ,32.029517,20.0
南京,江宁 ,江宁大学城,鲁能泰山7号院            ,49,33692,2017,板楼           ,3.5,北京鲁能物业服务有限责任公司南京分公司       ,南京方山置业有限公司                 ,26,555,118.898109 ,31.911984000000004,2.0
南京,溧水 ,溧水城中 ,溧水税务新村             ,0,10523,1999,板楼           ,,暂无信息                      ,南京晨光集团                     ,8,80,119.039986 ,31.667458,20.0
南京,雨花台,雨花新村 ,安德里40号             ,2,28411,1987,塔板结合         ,1,南京康益房地产有限公司物业公司           ,南京康益房地产开发有限公司              ,1,48,118.777732 ,32.005635999999996,32.0
南京,玄武 ,卫岗   ,钟山花园城陶然居           ,151,39651,2008,板楼           ,1,南京润宏物业管理有限公司              ,南京万恒房地产开发有限责任公司            ,10,404,118.8546466,32.03889928,11.0
南京,浦口 ,江浦街道 ,碧云山庄               ,76,21909,2004,板楼/塔板结合      ,,街道办事处（委员会）代管物业            ,无开发商                       ,59,1391,118.628501 ,32.074490000000004,15.0
南京,鼓楼 ,水佐岗  ,水佐岗48巷5号           ,66,43638,1982,板楼           ,,无物业管理服务                   ,南京市政建设开发有限公司               ,10,443,118.771947 ,32.077076,37.0
南京,鼓楼 ,建宁路  ,新民路                ,22,26962,1986,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京市下关城市建设开发(集团)有限公司        ,15,508,118.7640312,32.09549851,33.0
南京,六合 ,六合其它 ,聚贤新城               ,7,8376,2003,塔板结合         ,0.35,南京豪庭物业管理有限公司              ,六合盛置业公司                    ,36,670,118.935899 ,32.427367,16.0
南京,秦淮 ,升州路  ,金鼎湾花园              ,206,48571,2005,板楼           ,2.2,业主自筹物业                    ,南京建邺城镇建设开发集团有限公司           ,4,326,118.783369 ,32.037174,14.0
南京,江宁 ,东山镇  ,新亭路366号            ,1,24986,1998,塔板结合         ,,街道办事处（委员会）代管物业            ,暂无信息                       ,2,84,118.853459 ,31.949137,21.0
南京,溧水 ,溧水其它 ,屏溪佳苑               ,12,6825,2000,板楼           ,,暂无信息                      ,南京溧水天华置业有限公司               ,13,1566,119.103384 ,31.676859999999998,19.0
南京,玄武 ,月苑   ,雯锦雅苑               ,165,27272,2005,塔板结合         ,0.8,街道办事处（委员会）代管物业            ,南京金银房地产开发有限公司              ,6,560,118.8392198,32.10757733,14.0
南京,浦口 ,浦口其它 ,万科璞悦山              ,416,25804,2006,板楼           ,,南京万科物业管理有限公司              ,南京筑浦兴业房地产开发有限公司            ,36,1659,118.605981 ,32.076640000000005,13.0
南京,栖霞 ,迈皋桥  ,迈皋瑞福城              ,0,21132,,未知类型         ,,暂无信息                      ,暂无信息                       ,62,16828,118.863396 ,32.120487,
南京,建邺 ,江心洲  ,银城长岛观澜润园           ,25,54936,2015,板楼           ,,暂无信息                      ,南京银城房地产开发公司                ,6,117,118.717931 ,32.046836,4.0
南京,秦淮 ,五老村  ,科巷                 ,13,44294,1990,板楼           ,,无物业管理服务                   ,南京市白下区城镇建设综合开发总公司第四开发公司    ,4,101,118.804063 ,32.044915,29.0
南京,玄武 ,锁金村  ,板仓街                ,26,25953,1982,板楼/塔板结合      ,0.5,业主自筹物业                    ,南京市玄武区城镇建设综合开发公司           ,16,408,118.830886 ,32.078542999999996,37.0
南京,鼓楼 ,建宁路  ,金川花苑               ,63,38452,2003,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京市下关城市建设开发(集团)有限公司        ,13,748,118.7656915,32.09460129,16.0
南京,江宁 ,岔路口  ,明月港湾月亮湾            ,393,24771,2000,板楼           ,,南京明月物业管理有限公司              ,南京明月建设集团有限公司               ,32,783,118.838363 ,31.981634999999997,19.0
南京,秦淮 ,建康路  ,西八府塘               ,55,30978,1990,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京城市建设开发（集团）总公司            ,9,175,118.799193 ,32.033867,29.0
南京,建邺 ,南苑   ,安泰村                ,93,30968,1988,板楼           ,0.3,街道办事处（委员会）代管物业            ,南京市建邺房地产开发公司               ,21,942,118.759514 ,32.029246,31.0
南京,溧水 ,溧水城南 ,万科城棕榈苑             ,31,15092,2015,塔楼           ,2.5,南京万科物业管理有限公司              ,南京万科置业有限公司                 ,10,1672,119.057667 ,31.647668,4.0
南京,鼓楼 ,龙江   ,龙凤花园隽凤园            ,344,44463,2000,板楼           ,,南京常青藤物业管理有限公司             ,南京南北建设实业有限公司               ,17,792,118.753367 ,32.056284999999995,19.0
南京,秦淮 ,洪家园  ,汇景家园汇平苑            ,232,26401,2006,板楼/塔板结合      ,,业主自筹物业                    ,无开发商                       ,7,454,118.820271 ,31.988671999999998,13.0
南京,玄武 ,长江路  ,廊东街                ,1,40332,1980,板楼           ,,无物业管理服务                   ,南京市玄武区城镇建设综合开发公司           ,1,36,118.793383 ,32.05351516,39.0
南京,江宁 ,麒麟镇  ,启迪方洲朗园             ,54,26093,2016,板楼           ,1.9,北京华清物业管理有限责任公司            ,中国奥园地产集团股份有限公司             ,5,590,118.91102  ,32.031333000000004,3.0
南京,秦淮 ,大光路  ,御道街113号            ,51,28622,1997,板楼/塔板结合      ,0.5,街道办事处（委员会）代管物业            ,玄武区城镇建设综合开发公司第六分公司         ,6,283,118.823098 ,32.028769,22.0
南京,鼓楼 ,热河南路 ,当代万国府ΜΟΜΛ          ,18,,2019,板楼           ,,第一太平戴维斯物业顾问（北京）有限公司南京分公司  ,南京鑫磊房地产开发有限公司              ,5,165,118.748605 ,32.077415,0.0
南京,江宁 ,麒麟镇  ,东方红郡               ,287,25357,2013,板楼/平房        ,1.5,滁州宇润物业管理有限公司              ,南京宇达置业有限公司                 ,17,1238,118.9362947,32.0549716,6.0
南京,建邺 ,奥体   ,奥体新城丹枫园            ,345,51957,2008,板楼           ,,南京奥体物业管理服务有限责任公司          ,南京奥体建设开发有限责任公司             ,23,925,118.736008 ,32.022366999999996,11.0
南京,栖霞 ,尧化门  ,金尧新村               ,11,22361,2001,板楼/塔板结合      ,0.5,无物业管理服务                   ,无开发商                       ,9,456,118.8785096,32.12420244,18.0
南京,江宁 ,东山镇  ,骆村大厦               ,0,,,未知类型         ,,暂无信息                      ,暂无信息                       ,1,0,118.853391 ,31.945162,
南京,建邺 ,奥体   ,朗诗国际街区北园           ,149,46738,2005,塔楼/板楼/塔板结合   ,3.5,南京朗坤物业服务有限公司              ,南京朗诗置业股份有限公司               ,7,535,118.732303 ,31.996990000000004,14.0
南京,鼓楼 ,华侨路  ,星月大厦               ,7,66935,2000,塔楼           ,1.5,南京久大物业管理有限公司              ,沈阳中南置业有限公司                 ,1,120,118.779095 ,32.051312,19.0
南京,雨花台,铁心桥  ,青山竹苑               ,1,,,未知类型         ,,暂无信息                      ,暂无信息                       ,3,132,118.7373142,31.97650097,
南京,建邺 ,奥体   ,仁恒江湾天成             ,212,81417,2016,塔楼/板楼/塔板结合   ,2.4,业主自筹物业                    ,南京仁恒置业有限公司                 ,8,722,118.718646 ,32.005393,3.0
南京,江宁 ,东山镇  ,天琪福苑               ,66,28613,2009,板楼           ,0.5,业主自筹物业                    ,南京天地房地产开发有限公司              ,24,1220,118.8414002,31.95029461,10.0
南京,江宁 ,百家湖  ,爱涛漪水园蔚秀苑           ,0,31658,2004,塔板结合         ,,江苏爱涛物业管理有限公司              ,江苏爱涛置业有限公司                 ,14,28,118.805518 ,31.925297999999998,15.0
南京,建邺 ,江心洲  ,银城长岛观澜汐园           ,77,50601,2015,板楼           ,3.5,私人承办物业                    ,南京弘全房地产开发有限公司              ,10,163,118.713966 ,32.047596,4.0
南京,建邺 ,奥体   ,天正滨江花园             ,172,47213,2011,板楼           ,1.9,业主自筹物业                    ,南京天正众泰房地产开发有限公司            ,7,307,118.7242385,32.02517638,8.0
南京,玄武 ,玄武门  ,北极西村               ,52,58970,1984,板楼           ,,街道办事处（委员会）代管物业            ,南京市鼓楼区房管所                  ,14,272,118.79583  ,32.06732363,35.0
南京,鼓楼 ,湖南路  ,青云巷(鼓楼)            ,91,36817,1985,板楼           ,,街道办事处（委员会）代管物业            ,鼓楼区房产开发公司                  ,19,727,118.787676 ,32.07241,34.0
南京,浦口 ,江浦街道 ,文昌路                ,10,25680,1998,板楼/塔板结合      ,,业主自筹物业                    ,南京市政建设开发有限公司               ,13,391,118.633594 ,32.066864,21.0
南京,江宁 ,百家湖  ,爱涛漪水园临溪苑           ,8,33176,2004,板楼           ,,江苏爱涛物业管理有限公司              ,江苏爱涛置业有限公司                 ,10,60,118.804899 ,31.924158000000002,15.0
南京,鼓楼 ,小市   ,郭家山29号             ,68,24040,1983,板楼/塔板结合      ,,街道办事处（委员会）代管物业            ,南京市下关城市建设开发(集团)有限公司        ,19,456,118.781909 ,32.10403,36.0
南京,浦口 ,桥北   ,浦泰和天下三期            ,67,21916,2010,板楼           ,,南京欢居物业有限公司                ,南京浦泰房地产开发有限公司              ,10,1437,118.7460079,32.14094192,9.0
南京,秦淮 ,大光路  ,标营2号               ,3,,1990,塔楼           ,0.5,暂无信息                      ,合肥万科瑞翔地产有限公司               ,3,561,118.823317 ,32.034172999999996,29.0
南京,秦淮 ,升州路  ,刘公巷小区              ,42,34357,1985,板楼/塔板结合      ,0.4,业主自筹物业                    ,南京市白下区房产局                  ,10,340,118.7967476,32.03161715,34.0
南京,六合 ,南门新城 ,汇锦水岸城              ,25,19417,2006,板楼           ,,江苏太湖世家物业管理有限公司            ,南京中澳房地产开发有限公司              ,17,1403,118.8447197,32.34340165,13.0
南京,建邺 ,南湖   ,云锦美地碧云居            ,234,39150,2001,板楼/塔板结合      ,,南京栖霞建设集团物业有限公司            ,南京栖霞建设股份有限公司               ,10,444,118.769887 ,32.02901,18.0
南京,建邺 ,奥体   ,紫金西区中央             ,273,61575,2006,板楼/塔板结合      ,,南京海联物业服务有限公司              ,南京紫金房地产开发有限公司              ,3,573,118.737283 ,32.007236,13.0
南京,玄武 ,锁金村  ,宁栖园                ,54,28697,1997,板楼           ,0.5,业主自筹物业                    ,南京市城市建设开发（集团）有限责任公司        ,6,249,118.8359012,32.08393722,22.0
南京,秦淮 ,洪家园  ,康美里                ,101,27335,1999,板楼           ,0.5,私人承办物业                    ,南京市秦淮城镇建设综合开发有限公司          ,6,446,118.813781 ,32.01239188,20.0
南京,鼓楼 ,凤凰西街 ,银城聚泽园北片            ,157,68539,2013,塔板结合         ,1.9,业主自筹物业                    ,南京弘安房地产开发有限公司              ,9,923,118.746862 ,32.048116,6.0
南京,江宁 ,麒麟镇  ,润景国际               ,14,13719,2008,板楼           ,,业主自筹物业                    ,无开发商                       ,2,156,118.882263 ,31.981222,11.0
南京,浦口 ,桥北   ,天润城第十二街区           ,815,23552,2010,板楼/塔板结合      ,1.35,南京苏宁物业管理有限公司              ,南京六合苏宁置业有限公司               ,39,3608,118.738429 ,32.159483,9.0
    ,     ,       ,                   ,,,,             ,,                          ,                           ,,,           ,,
南京,六合 ,六合其它 ,远洋棠悦山水             ,7,,,未知类型         ,,暂无信息                      ,北京远坤房地产开发有限公司              ,12,452,118.947854 ,32.432171000000004,
南京,江宁 ,将军大道 ,玛斯兰德海枣树街区          ,9,51906,2012,板楼           ,4.9,业主自筹物业                    ,南京金陵置业发展有限公司               ,38,38,118.78514  ,31.954325,7.0
南京,栖霞 ,栖霞其它 ,摄山星城齐东苑            ,39,16867,2005,板楼           ,1.15,南京清风物业管理有限公司              ,南京高科置业有限公司                 ,38,1363,119.00381  ,32.14645,14.0
南京,江宁 ,科学园  ,莱茵东郡               ,281,26672,2002,板楼/塔板结合      ,,无物业管理服务                   ,南京莱茵达置业有限公司                ,145,2077,118.870657 ,31.940517,17.0
南京,玄武 ,红山   ,江南公寓               ,18,27057,2000,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京市玄武区城建发展有限责任公司           ,2,144,118.815373 ,32.100698,19.0
南京,江宁 ,东山镇  ,府前佳苑               ,4,33142,2019,塔板结合         ,0.92,南京乐恒物业管理有限公司              ,南京江宁城镇建设开发有限责任公司           ,2,260,118.844948 ,31.955682,0.0
南京,浦口 ,江浦街道 ,凡星新寓               ,3,22664,2005,板楼/塔板结合      ,0.5,南京创维物业有限公司                ,合肥万科瑞翔地产有限公司               ,4,48,118.630794 ,32.064153999999995,14.0
南京,栖霞 ,尧化门  ,赞成佳邻美居             ,17,22932,2004,板楼           ,0.6,南京高迈克物业管理有限公司             ,南京赞成房地产开发有限公司              ,13,471,118.8793446,32.12305075,15.0
南京,六合 ,大厂   ,福基旭东新城             ,29,23022,2012,板楼           ,0.9,南京豪庭物业管理有限公司              ,南京福基置业有限公司                 ,50,3275,118.7505034,32.23637145,7.0
南京,鼓楼 ,五塘广场 ,盛世新寓               ,43,24417,2004,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京市下关城市建设开发（集团）有限公司        ,7,210,118.8003678,32.12049595,15.0
南京,雨花台,能仁里  ,西营村181号            ,0,,,塔板结合         ,,暂无信息                      ,暂无信息                       ,1,6,118.776764 ,32.010020000000004,
南京,秦淮 ,新街口  ,天妃巷                ,11,37173,1982,板楼           ,,无物业管理服务                   ,无开发商                       ,5,129,118.782541 ,32.04591411,37.0
南京,鼓楼 ,建宁路  ,仙鹿雅居               ,31,35817,2004,板楼           ,0.8,街道办事处（委员会）代管物业            ,南京仙鹿房地产开发有限公司              ,2,158,118.7662526,32.09792274,15.0
南京,栖霞 ,仙林   ,香溪月圆               ,49,29041,2005,板楼           ,0.8,业主自筹物业                    ,南京栖霞房地产开发集团有限公司            ,11,67,118.911791 ,32.097778000000005,14.0
南京,高淳 ,高淳   ,华天商贸城              ,0,9802,,未知类型         ,,暂无信息                      ,暂无信息                       ,2,36,118.882622 ,31.328749,
南京,溧水 ,溧水城南 ,学府雅苑               ,0,14790,2000,板楼           ,,业主自筹物业                    ,南京溧水金牛置业有限公司               ,13,450,119.037308 ,31.637276,19.0
南京,建邺 ,南苑   ,晔园                 ,220,31265,1998,板楼/塔板结合      ,0.35,街道办事处（委员会）代管物业            ,雨花台区城镇建设混合开发总公司            ,12,694,118.7669   ,32.026263,21.0
南京,江宁 ,将军大道 ,瑞景园文华山庄            ,33,14476,2007,塔楼/板楼        ,2,无物业管理服务                   ,中惠熙地产集团有限公司                ,2,88,118.797229 ,31.929755,12.0
南京,秦淮 ,来凤里  ,桃园人家               ,294,43144,2005,塔板结合         ,0.5,私人承办物业                    ,南京汇金房地产开发有限公司              ,10,780,118.7793941,32.031527600000004,14.0
南京,高淳 ,高淳   ,北漪园住宅小区东区          ,0,,,未知类型         ,,暂无信息                      ,暂无信息                       ,4,115,118.892085 ,31.333138,
南京,江宁 ,江宁大学城,骋望骊都               ,150,23978,2014,塔楼/板楼/塔板结合   ,1.85,金地物业管理有限公司江苏分公司           ,南京骋望置业有限公司（南京）             ,16,1121,118.9014064,31.88922104,5.0
南京,溧水 ,溧水城北 ,橡树城                ,36,11153,2010,板楼           ,1.43,南京奥德物业管理有限公司              ,南京远拓房地产开发有限公司              ,45,2544,119.044455 ,31.6866,9.0
南京,建邺 ,奥体   ,奥体新城海棠园            ,357,53825,2005,板楼           ,1.9,南京奥体物业管理服务有限责任公司          ,南京奥体建设开发有限责任公司             ,22,804,118.731116 ,32.022971999999996,14.0
南京,溧水 ,溧水城中 ,龙山佳苑               ,0,,,未知类型         ,,暂无信息                      ,暂无信息                       ,6,92,119.046632 ,31.660429999999998,
南京,建邺 ,奥体   ,宋都奥体名座             ,174,52311,2006,板楼           ,2,业主自筹物业                    ,南京宋都房地产开发有限公司              ,7,948,118.7353494,32.00845578,13.0
南京,雨花台,铁心桥  ,晓村和苑东              ,4,23206,2000,板楼/塔板结合      ,0.4,南京金百丰物业管理有限公司南京分公司        ,南京骋望置业有限公司（南京）             ,7,1056,118.742148 ,31.961295,19.0
南京,秦淮 ,五老村  ,文昌巷                ,58,39877,1970,板楼/塔板结合      ,0.5,街道办事处（委员会）代管物业            ,南京市白下区城镇建设综合开发总公司第四开发公司    ,5,258,118.8023   ,32.043206,49.0
南京,雨花台,铁心桥  ,定坊兴苑               ,3,,2010,塔板结合         ,0.6,业主自管                      ,南京开发商                      ,7,384,118.757199 ,31.953344,9.0
南京,六合 ,六合其它 ,香地美舍               ,9,9770,2016,板楼           ,1.55,南京翔润物业管理有限公司              ,南京瑞德置业有限公司                 ,8,424,118.744968 ,32.390843,3.0
南京,鼓楼 ,挹江门  ,归云堂15巷             ,93,24813,1982,板楼/塔板结合      ,0.5,街道办事处（委员会）代管物业            ,南京城市建设开发（集团）总公司            ,32,534,118.756649 ,32.085374,37.0
南京,建邺 ,奥体   ,万科光明城市东苑           ,556,58694,2006,板楼/塔板结合      ,2.7,上海万科物业管理南京分公司             ,南京万科置业有限公司                 ,9,859,118.750195 ,32.007566,13.0
南京,浦口 ,江浦街道 ,东方万汇尊邸             ,128,14534,2013,塔楼/板楼        ,2.8,街道办事处（委员会）代管物业            ,合肥万科瑞翔地产有限公司               ,6,3848,118.663023 ,32.070206,6.0
南京,江宁 ,东山镇  ,电机厂家属区             ,1,30900,,塔板结合         ,,暂无信息                      ,无开发商                       ,3,53,118.857311 ,31.960040999999997,
南京,江宁 ,东山镇  ,新亭路30号             ,0,23621,2005,板楼           ,,街道办事处（委员会）代管物业            ,南京市江宁城镇建设综合开发总公司           ,1,60,118.860486 ,31.949101000000002,14.0
