城市定位,区县定位,街道定位,小区定位,热度,参考均价,建筑年代,建筑类型,物业费,物业,开发商,楼栋总数,房屋总数,经度,纬度,房龄
南京,六合 ,大厂   ,中杨新村               ,3,16553,2000,板楼           ,,街道办事处（委员会）代管物业            ,无                          ,11,504,118.7634733,32.25156268,19.0
南京,栖霞 ,马群   ,钟山晶典苑              ,667,29611,2010,塔板结合         ,,南京天正物业服务有限公司              ,南京马会置业有限公司                 ,13,1183,118.917227 ,32.074251000000004,9.0
南京,浦口 ,浦口其它 ,山河水花园              ,12,23736,2005,板楼/塔板结合      ,,南京鸿信物业管理有限公司              ,南京瑞基房地产开发有限公司              ,63,83,118.524513 ,32.092904,14.0
南京,江宁 ,将军大道 ,玛斯兰德红木林街区          ,9,56914,2012,板楼           ,,业主自筹物业                    ,南京金陵置业发展有限公司               ,78,79,118.78612  ,31.956757,7.0
南京,六合 ,六合主城 ,长江新苑               ,6,12989,2000,板楼           ,0.4,暂无信息                      ,青岛宏亚置业有限公司                 ,13,522,118.846148 ,32.348352,19.0
南京,栖霞 ,晓庄   ,晓庄47号小区            ,53,25005,1989,板楼           ,,业主自筹物业                    ,无开发商                       ,11,492,118.820801 ,32.125479,30.0
南京,浦口 ,江浦街道 ,缔景名苑               ,37,22905,2004,塔楼/板楼        ,,业主自筹物业                    ,江苏恒信置业有限公司                 ,17,775,118.638986 ,32.061766999999996,15.0
南京,鼓楼 ,湖南路  ,西流湾8号小区            ,0,,2000,塔板结合         ,2,江苏地旺物业发展有限公司              ,西三教居委会                     ,1,24,118.777294 ,32.077302,19.0
南京,高淳 ,高淳   ,淳安路3号院             ,0,,,未知类型         ,,暂无信息                      ,暂无信息                       ,2,25,118.88216  ,31.331407000000002,
南京,溧水 ,溧水城北 ,秦淮花苑南区             ,10,10191,1997,板楼           ,0.4,江苏国信物业管理有限公司              ,南京溧水金牛置业有限公司               ,37,1143,119.0547834,31.67754105,22.0
南京,秦淮 ,新街口  ,三元巷                ,21,34769,1998,板楼           ,0.5,业主自筹物业                    ,南京市建邺房地产开发公司               ,3,101,118.7901718,32.04113118,21.0
南京,鼓楼 ,龙江   ,杏聚村                ,143,41116,2000,板楼/塔板结合      ,0.9,街道办事处（委员会）代管物业            ,无开发商                       ,6,252,118.756449 ,32.053179,19.0
南京,高淳 ,高淳   ,金地康城               ,2,9168,,未知类型         ,,暂无信息                      ,暂无信息                       ,41,348,118.899349 ,31.341243,
南京,浦口 ,高新区  ,亚泰山语湖              ,188,26258,2014,板楼           ,2.6,吉林亚泰物业管理有限公司南京分公司         ,南京金泰房地产开发有限公司              ,23,827,118.707491 ,32.188182,5.0
南京,建邺 ,应天西路 ,招商雍华府              ,288,51171,2015,塔楼           ,1.9,南京招商局物业管理有限公司             ,招商局地产（南京）有限公司              ,9,1005,118.758764 ,32.015962,4.0
南京,浦口 ,桥北   ,威尼斯水城第十一街区         ,165,21298,2013,塔楼/板楼        ,1.51,南京苏宁物业管理有限公司              ,南京浦东房地产开发有限公司              ,9,1797,118.763593 ,32.145410999999996,6.0
南京,雨花台,铁心桥  ,琥珀森林一期             ,259,32303,2011,塔板结合         ,1.7,南京长发物业有限公司                ,江苏安家利置业有限公司                ,13,1153,118.746332 ,31.976685999999997,8.0
南京,栖霞 ,晓庄   ,和燕路305号            ,10,23284,1998,板楼/塔板结合      ,,街道办事处（委员会）代管物业            ,无开发商                       ,6,130,118.818414 ,32.116159,21.0
南京,秦淮 ,大光路  ,正阳大厦               ,6,19422,1985,塔板结合         ,4,南京金居物业管理有限公司              ,南京宏运房地产开发有限公司              ,1,120,118.8219468,32.03231224,34.0
南京,建邺 ,万达广场 ,德盈大厦               ,108,47049,2006,板楼           ,1.8,私人承办物业                    ,南京赛特置业有限公司                 ,1,504,118.745092 ,32.033528000000004,13.0
南京,秦淮 ,来凤里  ,金栗庵路               ,0,,1994,板楼           ,,无物业管理服务                   ,无开发商                       ,2,28,118.780607 ,32.026207,25.0
南京,建邺 ,南湖   ,南湖边                ,118,29704,1981,塔楼/板楼/塔板结合   ,,街道办事处（委员会）代管物业            ,南京市建邺房地产开发公司               ,27,819,118.7700724,32.03634223,38.0
南京,江宁 ,将军大道 ,胜太西路59号            ,16,19386,2000,板楼/塔板结合      ,0.65,街道办事处（委员会）代管物业            ,无开发商                       ,2,105,118.797472 ,31.949340000000003,19.0
南京,鼓楼 ,水佐岗  ,康藏路小区              ,48,41645,1990,板楼           ,1,街道办事处（委员会）代管物业            ,南京市政建设开发有限公司               ,11,478,118.7691863,32.0764104,29.0
南京,江宁 ,江宁大学城,天正天御溪岸B区           ,191,25932,2013,塔板结合         ,,业主自筹物业                    ,天正集团南京置业有限公司               ,8,655,118.911239 ,31.916419,6.0
南京,玄武 ,长江路  ,谷阳大厦               ,2,12590,2010,塔楼           ,1,业主自筹物业                    ,无开发商                       ,1,252,118.8076723,32.05327235,9.0
南京,建邺 ,南湖   ,育英村                ,40,29750,1985,板楼/塔板结合      ,,街道办事处（委员会）代管物业            ,南京市建邺房地产开发公司               ,16,643,118.7644836,32.03394825,34.0
南京,鼓楼 ,华侨路  ,兰之堂                ,157,59308,2005,板楼/塔板结合      ,1,南京鸿兴达物业管理有限公司             ,南京鸿兴达房地产开发有限公司             ,4,166,118.785606 ,32.051539,14.0
南京,江宁 ,百家湖  ,中锐星湖名邸             ,98,35150,2018,板楼           ,1.9,南京中锐宏润置业有限公司              ,南京中锐宏润置业有限公司               ,3,332,118.819186 ,31.933643,1.0
南京,雨花台,梅山   ,新建二村               ,4,14903,2000,板楼           ,1,暂无信息                      ,上海梅山房地产开发经营有限公司            ,16,648,118.6448487,31.90460587,19.0
南京,鼓楼 ,小市   ,安怀新村               ,38,26590,1979,塔板结合         ,1,街道办事处（委员会）代管物业            ,南京城市建设开发（集团）总公司            ,23,650,118.801398 ,32.105181,40.0
南京,江宁 ,东山镇  ,土山路67号             ,3,,1997,塔板结合         ,0.3,暂无信息                      ,暂无信息                       ,1,24,118.848766 ,31.961709000000003,22.0
南京,栖霞 ,万寿   ,凤来北园               ,16,20757,2014,塔板结合         ,0.95,业主自筹物业                    ,南京栖霞建设（集团）公司               ,5,1120,118.85146  ,32.122975,5.0
南京,浦口 ,江浦街道 ,凤凰花园(浦口)           ,29,23020,2001,板楼/塔板结合      ,0.5,街道办事处（委员会）代管物业            ,南京市政建设开发有限公司               ,16,495,118.631277 ,32.066776000000004,18.0
南京,雨花台,能仁里  ,龙福花园               ,172,28815,1998,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京市雨花台区房地产综合开发有限责任公司       ,17,959,118.764405 ,32.004551,21.0
南京,秦淮 ,新街口  ,阳光大厦               ,17,19446,2002,板楼           ,1,私人承办物业                    ,南京阳光新地置业有限公司               ,1,192,118.786446 ,32.046268,17.0
南京,浦口 ,江浦街道 ,邮政小区               ,3,24275,,板楼/塔板结合      ,,暂无信息                      ,无开发商                       ,2,64,118.628431 ,32.058690000000006,
南京,秦淮 ,秦虹   ,仟居閣公寓              ,0,,,未知类型         ,,暂无信息                      ,暂无信息                       ,1,12,118.806289 ,32.012408,
南京,玄武 ,北京东路 ,太平花园               ,138,42958,1995,塔板结合         ,0.35,业主自筹物业                    ,南京市政建设开发有限公司               ,7,421,118.818054 ,32.064062,24.0
南京,江宁 ,禄口   ,永欣新寓紫薇苑            ,10,12375,2002,板楼           ,0.5,暂无信息                      ,广东碧桂园物业服务股份有限公司洛阳分公司1      ,26,907,118.869119 ,31.7757,17.0
南京,江宁 ,东山镇  ,东城风景               ,131,22018,2007,塔板结合         ,0.7,业主自筹物业                    ,南京金发房地产开发有限公司              ,5,610,118.8653199,31.9601583,12.0
南京,鼓楼 ,五塘广场 ,绿地缤纷广场             ,14,21510,2016,板楼/塔板结合      ,,南京永和物业管理有限责任公司            ,江苏宏诚置业有限公司                 ,7,743,118.785929 ,32.118021,3.0
南京,栖霞 ,马群   ,五棵松                ,32,20993,1995,板楼/塔板结合      ,0.5,业主自筹物业                    ,无开发商                       ,2,72,118.887141 ,32.0516,24.0
南京,玄武 ,迈皋桥  ,营苑新寓               ,160,25165,1994,板楼/塔板结合      ,,街道办事处（委员会）代管物业            ,南京市政建设开发有限公司               ,20,1307,118.8367644,32.10928867,25.0
南京,雨花台,能仁里  ,君悦城市花园             ,217,33535,2008,板楼           ,1.1,南京志衡物业管理有限公司              ,南京市雨花台城镇建设综合开发有限公司         ,5,414,118.769357 ,32.003343,11.0
南京,秦淮 ,秦虹   ,凡德街区               ,0,,,塔板结合         ,1,业主自筹物业                    ,暂无信息                       ,1,6,118.810336 ,32.01943,
南京,江宁 ,岔路口  ,明月港湾旭日湾            ,154,25453,2002,板楼/塔板结合      ,,南京明月物业管理有限公司              ,南京明月建设集团有限公司               ,20,502,118.839327 ,31.983671,17.0
南京,秦淮 ,常府街  ,新大都广场              ,105,29471,1998,板楼           ,0.5,南京欣图物业管理有限公司              ,南京市白下区城镇建设综合开发总公司第四开发公司    ,2,404,118.8034442,32.03948616,21.0
南京,鼓楼 ,凤凰西街 ,天玺国际广场             ,331,81747,2012,塔楼/板楼/塔板结合   ,1.9,南京金陵饭店物业管理有限责任公司          ,南京苏宁房地产开发有限公司              ,4,742,118.736455 ,32.049440000000004,7.0
南京,江宁 ,百家湖  ,双龙苑                ,26,30429,2009,板楼           ,0.6,街道办事处（委员会）代管物业            ,无开发商                       ,2,84,118.828545 ,31.953982,10.0
南京,江宁 ,将军大道 ,左岸名苑茉莉花舍           ,0,52024,,未知类型         ,,暂无信息                      ,暂无信息                       ,1,1,118.7895208,31.96217612,
南京,秦淮 ,五老村  ,仁义里小区              ,87,36910,1986,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京城镇建设开发有限公司               ,11,532,118.805949 ,32.043626,33.0
南京,江宁 ,东山镇  ,爱涛尚逸华府             ,96,26936,2016,板楼/塔板结合      ,3.5,江苏中住物业服务开发有限公司            ,江苏爱涛置业有限公司                 ,12,792,118.8698687,31.97645858,3.0
南京,鼓楼 ,龙江   ,湘江路30号             ,57,70652,2000,板楼           ,0.6,暂无信息                      ,南京市政建设开发有限公司               ,2,96,118.740214 ,32.055135,19.0
南京,秦淮 ,来凤里  ,罗马假日               ,121,33977,2005,板楼           ,,无物业管理服务                   ,南京市秦淮区城镇建设综合开发总公司          ,1,297,118.7859264,32.02988578,14.0
南京,鼓楼 ,龙江   ,阳光广场               ,287,34271,1999,塔楼           ,,南京青松物业管理有限公司              ,南京市城市建设开发（集团）有限责任公司        ,5,1296,118.752373 ,32.062255,20.0
南京,江宁 ,东山镇  ,时代雅居               ,67,23876,2003,板楼           ,,街道办事处（委员会）代管物业            ,南京市江宁城镇建设综合开发总公司           ,24,1015,118.869716 ,31.951697999999997,16.0
南京,江宁 ,东山镇  ,时花公寓               ,16,25525,2000,板楼/塔板结合      ,0.5,业主自筹物业                    ,南京上元房地产开发公司                ,13,505,118.863621 ,31.965747999999998,19.0
南京,鼓楼 ,华侨路  ,明华新村               ,103,39961,1990,板楼           ,,无物业管理服务                   ,南京鼓楼城镇建设综合开发(集团)公司         ,19,551,118.7877653,32.05092789,29.0
南京,鼓楼 ,福建路  ,洪庙巷                ,30,31011,1981,板楼/塔板结合      ,0.5,街道办事处（委员会）代管物业            ,鼓楼区房产开发公司                  ,24,804,118.76906  ,32.08958979,38.0
南京,鼓楼 ,凤凰西街 ,红土山5号              ,29,64422,1996,塔板结合         ,,无物业管理服务                   ,无开发商                       ,1,56,118.7683375,32.05101435,23.0
南京,雨花台,铁心桥  ,贾西新苑               ,174,23589,2008,板楼/塔板结合      ,0.5,街道办事处（委员会）代管物业            ,无开发商                       ,17,2086,118.742455 ,31.96723632,11.0
南京,建邺 ,南苑   ,澄园                 ,132,33827,1998,板楼           ,0.5,南京市大自然物业管理有限公司            ,雨花台区城镇建设混合开发总公司            ,6,328,118.76377  ,32.02472628,21.0
南京,秦淮 ,常府街  ,绣花巷10号             ,68,35087,2000,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京城镇建设开发有限公司               ,3,112,118.8045718,32.03793648,19.0
南京,六合 ,六合其它 ,双清园综合楼             ,0,,,未知类型         ,,暂无信息                      ,暂无信息                       ,1,1,118.973152 ,32.474368,
南京,栖霞 ,仙林   ,恒基富荟山              ,37,31309,2016,塔楼           ,2.5,广东恒宝物业管理有限公司南京分公司         ,南京恒学房地产有限公司                ,49,213,118.909841 ,32.117843,3.0
南京,鼓楼 ,汉中门大街,汉北街8号              ,106,36138,1983,板楼           ,0.3,街道办事处（委员会）代管物业            ,南京鼓楼城镇建设综合开发(集团)公司         ,18,558,118.76583  ,32.046883,36.0
南京,建邺 ,万达广场 ,佳和园                ,453,61031,2009,板楼           ,0.75,街道办事处（委员会）代管物业            ,南京市建邺房地产开发公司               ,5,1582,118.733461 ,32.03674,10.0
南京,鼓楼 ,建宁路  ,锦绣江山花园西苑           ,14,47241,2015,板楼           ,1.9,中冶置业集团物业服务有限公司南京分公司       ,暂无信息                       ,2,121,118.7591482,32.10763468,4.0
南京,高淳 ,高淳   ,双富城                ,0,6822,,未知类型         ,,暂无信息                      ,暂无信息                       ,12,244,119.002254 ,31.392909000000003,
南京,玄武 ,玄武门  ,廖家巷                ,97,50939,1970,板楼/塔板结合      ,0.5,街道办事处（委员会）代管物业            ,南京市玄武区城建发展有限责任公司           ,24,801,118.7907219,32.09104466,49.0
南京,浦口 ,高新区  ,永丰新寓               ,1,,,未知类型         ,,暂无信息                      ,暂无信息                       ,2,40,118.694485 ,32.180647,
南京,浦口 ,桥北   ,天润城第十四街区           ,477,23202,2009,板楼/塔板结合      ,,南京苏宁物业管理有限公司              ,南京苏宁房地产开发有限公司              ,35,3121,118.737714 ,32.16147,10.0
南京,栖霞 ,万寿   ,通宇林景御园             ,37,31648,2015,板楼/塔板结合      ,1.8,江苏通宇物业管理有限公司              ,通宇集团                       ,3,400,118.8398336,32.11786385,4.0
南京,鼓楼 ,凤凰西街 ,凤凰新村               ,121,49642,1993,板楼           ,,街道办事处（委员会）代管物业            ,江苏凤凰置业有限公司                 ,9,464,118.763579 ,32.048338,26.0
南京,秦淮 ,大光路  ,金陵尚府               ,814,42557,2000,板楼           ,1.9,宁波银亿物业管理有限公司南京分公司         ,南京中兆投资有限公司                 ,9,983,118.8119026,32.03314937,19.0
南京,玄武 ,红山   ,曹后村铁路宿舍            ,10,26156,1990,板楼           ,,街道办事处（委员会）代管物业            ,无开发商                       ,5,167,118.813904 ,32.090431,29.0
南京,鼓楼 ,建宁路  ,幕府西路85号            ,4,23428,1989,板楼/塔板结合      ,0.6,街道办事处（委员会）代管物业            ,南京市下关城市建设开发(集团)有限公司        ,2,104,118.771853 ,32.105658,30.0
南京,江宁 ,科学园  ,鸿意万嘉               ,199,27722,2012,板楼           ,1.5,江苏力合物业管理有限公司              ,南京鸿意地产开发有限公司               ,3,410,118.862617 ,31.93747059,7.0
南京,浦口 ,浦口其它 ,张云小区               ,2,7098,,板楼           ,,无物业管理服务                   ,暂无信息                       ,40,1384,118.571531 ,32.135622,
南京,秦淮 ,洪家园  ,洪家园107号            ,15,26690,1997,板楼           ,,暂无信息                      ,重庆汇东房地产开发有限公司              ,1,40,118.805209 ,32.004306,22.0
南京,江宁 ,百家湖  ,龙池新寓               ,34,27039,2000,板楼           ,0.6,暂无信息                      ,陕西亿润经贸有限公司                 ,25,912,118.8374516,31.94412541,19.0
南京,秦淮 ,新街口  ,五星年华大厦             ,11,17110,2005,板楼           ,2.8,业主自筹物业                    ,南京建华房地产综合开发总公司             ,2,280,118.7829389,32.04726944,14.0
南京,建邺 ,汉中门大街,莫愁家园               ,71,39406,2000,塔板结合         ,0.8,业主自筹物业                    ,南京鼓楼城镇建设综合开发(集团)公司         ,2,87,118.7706   ,32.045978000000005,19.0
南京,江宁 ,江宁大学城,银城一方山              ,234,27016,2016,塔板结合         ,,南京银城物业服务股份有限公司            ,南京银城房地产开发公司                ,35,1298,118.898846 ,31.884313,3.0
南京,高淳 ,高淳   ,金地华城               ,2,13640,2015,板楼           ,0.8,高淳县金陶物业管理有限公司             ,南京金陶房地产有限公司                ,12,479,118.892578 ,31.343353000000004,4.0
南京,雨花台,宁南   ,翠岛花城荷田苑            ,167,40808,2004,塔板结合         ,,南京创盛物业管理有限公司              ,雨花台区城镇建设混合开发总公司            ,9,390,118.7942558,31.98705313,15.0
南京,玄武 ,卫岗   ,樱花苑(玄武)            ,59,31021,1996,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京市玄武区城建发展有限公司             ,3,116,118.856536 ,32.042217,23.0
南京,鼓楼 ,小市   ,东井二村               ,13,26389,1990,塔板结合         ,0.5,街道办事处（委员会）代管物业            ,南京市下关城市建设开发(集团)有限公司        ,8,264,118.8083698,32.10662788,29.0
南京,秦淮 ,瑞金路  ,御道街29-1号           ,5,20296,1990,塔板结合         ,,街道办事处（委员会）代管物业            ,暂无信息                       ,1,50,118.82293  ,32.039671999999996,29.0
南京,江宁 ,将军大道 ,运盛美之国11组团          ,54,33835,2010,板楼           ,2,业主自筹物业                    ,运盛实业(南京)建设发展有限公司           ,27,250,118.779688 ,31.961425,9.0
南京,江宁 ,岔路口  ,金盛南苑               ,24,23195,2000,板楼           ,,业主自筹物业                    ,南京江宁城镇建设开发有限责任公司           ,6,136,118.830438 ,31.974394,19.0
南京,浦口 ,桥北   ,宁港一村               ,13,22896,1989,塔板结合         ,,暂无信息                      ,无开发商                       ,31,640,118.7274525,32.11030228,30.0
南京,秦淮 ,建康路  ,白下路273号            ,7,34837,1991,板楼/塔板结合      ,,街道办事处（委员会）代管物业            ,南京市白下区房产局                  ,4,44,118.8050487,32.03376335,28.0
南京,溧水 ,溧水城中 ,交通路                ,0,,,未知类型         ,,暂无信息                      ,暂无信息                       ,3,3,119.0416753,31.66445559,
南京,建邺 ,奥体   ,银城西堤国际六区           ,311,60115,2010,板楼           ,2.4,南京银城物业服务股份有限公司            ,南京西城房地产开发有限公司              ,5,360,118.740926 ,32.006007000000004,9.0
南京,玄武 ,北京东路 ,兰园小区               ,261,69553,1970,板楼/塔板结合      ,,富都物业管理有限公司                ,南京市玄武区城镇建设综合开发有限公司         ,34,793,118.806994 ,32.061087,49.0
南京,建邺 ,兴隆大街 ,紫鑫国际公寓             ,297,38992,2006,塔楼           ,2,南京永瑞物业管理有限公司              ,南京建瑞房地产开发有限公司              ,1,540,118.736991 ,32.016987,13.0
南京,高淳 ,高淳   ,天河路86号院            ,0,,,未知类型         ,,暂无信息                      ,暂无信息                       ,2,70,118.872179 ,31.329306,
南京,鼓楼 ,小市   ,郭家山22号             ,0,,2000,板楼           ,1,街道办事处（委员会）代管物业            ,暂无信息                       ,1,10,118.783045 ,32.105406,19.0
南京,江宁 ,汤山镇  ,碧水华庭               ,20,16061,1998,塔板结合         ,0.7,业主自筹物业                    ,江苏联骏房地产发展有限公司              ,19,291,119.0824434,32.05768435,21.0
南京,鼓楼 ,福建路  ,金川雅居               ,29,33209,2004,板楼           ,1,业主自筹物业                    ,鼓楼区房产开发公司                  ,1,238,118.7663956,32.08896879,15.0
南京,栖霞 ,迈皋桥  ,迈皋桥街258号           ,36,25274,1999,板楼           ,,无物业管理服务                   ,南京栖霞房地产开发集团有限公司            ,8,286,118.812045 ,32.110707,20.0
南京,鼓楼 ,湖南路  ,司背后                ,22,35111,1985,板楼/塔板结合      ,,街道办事处（委员会）代管物业            ,南京城市建设开发（集团）总公司            ,16,462,118.779248 ,32.082795000000004,34.0
南京,栖霞 ,万寿   ,招商1872             ,170,32717,2013,塔楼/板楼        ,,南京招商局物业管理有限公司             ,无开发商                       ,19,2900,118.839777 ,32.12684322,6.0
南京,浦口 ,桥北   ,威尼斯水城第一街区          ,196,21538,2005,板楼           ,,南京苏宁物业管理有限公司              ,南京苏宁房地产开发有限公司              ,10,782,118.755348 ,32.1451,14.0
南京,溧水 ,溧水城中 ,阳光家苑               ,1,12136,1992,板楼           ,0.5,南京雨田物业管理有限公司溧水分公司         ,陕西亿润经贸有限公司                 ,30,794,119.053    ,31.660778999999998,27.0
南京,六合 ,南门新城 ,雨庭花园               ,18,14026,2013,板楼/塔板结合      ,1.2,业主自筹物业                    ,无开发商                       ,19,2319,118.839181 ,32.328236,6.0
南京,鼓楼 ,龙江   ,银城花园南片             ,452,69328,1996,板楼           ,0.2,街道办事处（委员会）代管物业            ,南京银城房地产开发有限公司              ,10,719,118.737915 ,32.057491,23.0
南京,溧水 ,溧水城北 ,紫枫雅苑               ,2,9589,2010,板楼           ,,业主自筹物业                    ,河北明辉房地产开发有限公司              ,12,313,119.037556 ,31.700566,9.0
南京,江宁 ,江宁滨江 ,新铜花苑凤仪园            ,1,10173,2000,塔板结合         ,1.2,业主自筹物业                    ,北京江盛房地产开发有限公司              ,10,398,118.563318 ,31.80844859,19.0
南京,秦淮 ,月牙湖  ,苜中路1号              ,20,28566,1983,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京市白下区房产局                  ,5,204,118.841562 ,32.040962,36.0
南京,雨花台,板桥   ,锦华新城               ,24,15418,2000,塔板结合         ,0.5,南京锦御隆物业管理有限公司             ,无锡锦华置业有限公司                 ,17,2372,118.6436368,31.92960411,19.0
南京,六合 ,六合主城 ,复兴园                ,3,12916,2007,板楼           ,,无物业管理服务                   ,南京六合棠兴房地产开发公司              ,12,421,118.835421 ,32.35297,12.0
南京,建邺 ,奥南   ,清润园小区              ,72,27018,2011,板楼           ,0.6,21世纪假日花园物业管理              ,重庆汇东房地产开发有限公司              ,4,1608,118.712026 ,31.969406,8.0
南京,建邺 ,茶南   ,露园                 ,323,31530,1988,板楼           ,0.2,街道办事处（委员会）代管物业            ,南京城市建设开发（集团）总公司            ,23,1136,118.75679  ,32.038989,31.0
南京,玄武 ,红山   ,韶山路小区              ,46,39769,1980,板楼/塔板结合      ,,无物业管理服务                   ,无开发商                       ,19,429,118.8065285,32.09119383,39.0
南京,建邺 ,万达广场 ,河北大街2号             ,1,,1970,板楼           ,,街道办事处（委员会）代管物业            ,部队开发                       ,1,36,118.7311561,32.03337456,49.0
南京,建邺 ,南苑   ,江苏城市学院职工宿舍         ,0,,,未知类型         ,,暂无信息                      ,暂无信息                       ,1,16,118.756725 ,32.025954,
南京,江宁 ,禄口   ,永欣新寓紫荆苑            ,32,12464,2005,塔板结合         ,,街道办事处（委员会）代管物业            ,广东碧桂园物业服务股份有限公司洛阳分公司1      ,22,2472,118.866614 ,31.769433000000003,14.0
南京,雨花台,铁心桥  ,铁心桥大街32号           ,1,15429,,未知类型         ,,暂无信息                      ,暂无信息                       ,4,86,118.7681037,31.96796612,
南京,鼓楼 ,龙江   ,苏城北苑               ,288,50795,2005,板楼           ,0.3,街道办事处（委员会）代管物业            ,江苏高力集团有限公司                 ,11,469,118.750248 ,32.05628,14.0
南京,建邺 ,奥南   ,正荣中心天寓             ,15,,2021,塔楼           ,6,正荣物业服务有限公司南京分公司           ,南京正荣德信房地产开发有限公司            ,3,1386,118.699843 ,31.982373,-2.0
南京,秦淮 ,来凤里  ,渡船口小区              ,86,30898,1999,塔楼           ,0.6,私人承办物业                    ,南京市政建设开发有限公司               ,3,550,118.781869 ,32.032322,20.0
南京,玄武 ,锁金村  ,锁金村7号              ,13,30344,1965,板楼/塔板结合      ,0.5,业主自筹物业                    ,无开发商                       ,14,485,118.823891 ,32.076275,54.0
南京,鼓楼 ,建宁路  ,北城居                ,7,38758,2010,塔板结合         ,,无物业管理服务                   ,江苏新航程房地产开发有限公司             ,1,56,118.759247 ,32.09806,9.0
南京,鼓楼 ,金陵 ,江雁山水雅苑             ,74,29936,2008,塔楼/板楼        ,1,街道办事处（委员会）代管物业            ,南京市下关城市建设开发(集团)有限公司        ,7,452,118.7722658,32.11318617,11.0
南京,江宁 ,将军大道 ,江南青年城惠山苑           ,164,20731,2005,板楼           ,0.7,业主自筹物业                    ,无开发商                       ,15,485,118.792455 ,31.911839,14.0
南京,鼓楼 ,凤凰西街 ,金地苑                ,104,33944,1998,板楼           ,0.5,业主自筹物业                    ,江苏开元国际集团置业有限公司南京分公司        ,5,273,118.75269  ,32.04870132,21.0
南京,江宁 ,东山镇  ,莱茵达路29号            ,15,22129,1998,塔板结合         ,0.5,街道办事处（委员会）代管物业            ,无开发商                       ,9,200,118.862703 ,31.948624,21.0
南京,溧水 ,溧水城北 ,喜之郎丽湖湾             ,7,11655,2000,板楼/塔板结合      ,1.5,业主自筹物业                    ,南京和瑞房地产开发有限公司              ,9,1047,119.037419 ,31.684463,19.0
南京,浦口 ,浦口其它 ,珍珠泉9号              ,22,22212,2013,板楼           ,5,南京中环物业管理有限公司              ,明发集团南京房地产开发有限公司            ,44,69,118.6684274,32.12545423,6.0
南京,鼓楼 ,金陵 ,金陵新六村              ,42,25522,1992,板楼           ,0.4,街道办事处（委员会）代管物业            ,南京市下关城市建设开发(集团)有限公司        ,25,1006,118.771104 ,32.116968,27.0
南京,秦淮 ,洪家园  ,开源小区四村             ,75,30402,1997,板楼/塔板结合      ,,街道办事处（委员会）代管物业            ,南京晨光集团                     ,9,340,118.7998255,32.00489214,22.0
南京,浦口 ,江浦街道 ,通宇林景象山墅院           ,8,,2018,未知类型         ,6,南京林景物业管理有限公司              ,江苏通宇投资有限公司                 ,58,67,118.630671 ,32.082976,1.0
南京,秦淮 ,长乐路  ,六角井                ,1,,,塔板结合         ,0.5,街道办事处（委员会）代管物业            ,无开发商                       ,1,6,118.785547 ,32.01938,
南京,鼓楼 ,湖南路  ,四卫头52号             ,2,37841,1998,板楼           ,0.8,南京鼓房物业管理有限公司第四分公司         ,鼓楼区房产开发公司                  ,2,40,118.7755418,32.07318573,21.0
南京,建邺 ,奥体   ,仁恒江湾城二期            ,347,56546,2006,板楼           ,2.4,南京仁恒物业管理有限公司              ,南京仁恒置业有限公司                 ,9,1264,118.7208233,32.00413234,13.0
南京,秦淮 ,朝天宫  ,朝天宫西街102号          ,76,33115,1981,板楼           ,0.3,街道办事处（委员会）代管物业            ,南京市白下城市建设(集团)有限公司          ,8,371,118.7779178,32.04337235,38.0
南京,六合 ,六合主城 ,春和公寓               ,0,13867,,未知类型         ,,暂无信息                      ,暂无信息                       ,1,30,118.8469037,32.34914409,
南京,溧水 ,溧水城中 ,文昌西街               ,0,15496,,未知类型         ,,暂无信息                      ,暂无信息                       ,1,1,119.0507657,31.66631335,
南京,六合 ,六合主城 ,滨河南苑               ,1,11595,2014,板楼           ,0.8,南京新鸿运物业管理公司               ,荣盛地产                       ,5,134,118.839904 ,32.358311,5.0
南京,鼓楼 ,湖南路  ,勤益里                ,14,38730,1985,板楼/塔板结合      ,0.5,街道办事处（委员会）代管物业            ,无开发商                       ,4,87,118.78082  ,32.075353,34.0
南京,江宁 ,麒麟镇  ,麒麟苑                ,1,15435,2002,塔板结合         ,1,业主自筹物业                    ,中南开放商                      ,1,12,118.930281 ,32.06162,17.0
南京,建邺 ,水西门  ,莫愁湖西路1号            ,6,35662,1990,板楼           ,,暂无信息                      ,南京鼓楼城镇建设综合开发（集团）公司         ,1,42,118.7629819,32.04002084,29.0
南京,江宁 ,将军大道 ,运盛美之国9组团           ,4,,2015,塔板结合         ,2,南京兴鸿业物业管理有限公司             ,马海洋行                       ,21,24,118.780218 ,31.960226000000002,4.0
南京,江宁 ,百家湖  ,宝色秋业               ,0,,,塔板结合         ,0.5,业主自筹物业                    ,暂无信息                       ,1,36,118.825474 ,31.956272,
南京,秦淮 ,月牙湖  ,苜蓿园东街16号           ,1,,,未知类型         ,,暂无信息                      ,暂无信息                       ,1,36,118.842356 ,32.041462,
南京,浦口 ,桥北   ,江畔明珠广场             ,129,20380,2004,板楼           ,,街道办事处（委员会）代管物业            ,无开发商                       ,31,3135,118.739399 ,32.133864,15.0
