iter	Accuracy	MultiClass
924	0.9399333333	0.2366526042
925	0.9399333333	0.2365313151
926	0.9398666667	0.236338265
927	0.9400666667	0.2361877441
928	0.9401333333	0.2359803874
929	0.9401333333	0.2358157715
930	0.9404	0.2356094401
931	0.9404	0.2354096029
932	0.9406666667	0.2352250488
933	0.9408	0.2350102214
934	0.9408666667	0.2347767904
935	0.9407333333	0.2345900716
936	0.9409333333	0.234392334
937	0.9410666667	0.2342465658
938	0.9411333333	0.23409139
939	0.9412	0.2339502604
940	0.9411333333	0.233872526
941	0.9411333333	0.2337341146
942	0.9411333333	0.2335872884
943	0.9414	0.2333813477
944	0.9413333333	0.2332363932
945	0.9415333333	0.2330641927
946	0.9415333333	0.232912321
947	0.9417333333	0.2327665202
948	0.9416666667	0.2326051758
949	0.9419333333	0.2324675456
950	0.9420666667	0.2322506673
951	0.9421333333	0.2320114258
952	0.9422	0.2318333333
953	0.9424	0.2316012533
954	0.9424666667	0.2314462891
955	0.9424666667	0.231286849
956	0.9424666667	0.231140804
957	0.9424666667	0.2310557943
958	0.9425333333	0.2309020671
959	0.9424666667	0.2307166992
960	0.9424	0.2305944336
961	0.9424666667	0.2304170736
962	0.9424	0.2301958659
963	0.9425333333	0.2300185059
964	0.9425333333	0.2298936198
965	0.9426666667	0.2297525065
966	0.9426	0.2296458659
967	0.9424666667	0.2294966471
968	0.9426	0.2293503743
969	0.9426	0.2292588379
970	0.9428	0.2291104818
971	0.9426666667	0.2289391602
972	0.9428666667	0.2287887044
973	0.9431333333	0.2286547689
974	0.9430666667	0.2284895345
975	0.9431333333	0.2283124674
976	0.9431333333	0.2281575358
977	0.9432	0.2280382813
978	0.9433333333	0.2279114258
979	0.9434666667	0.2277559408
980	0.9438	0.227545166
981	0.9438666667	0.2274094076
982	0.944	0.2271778646
983	0.9442	0.226905306
984	0.9442	0.226762207
985	0.9443333333	0.2266510254
986	0.9442	0.2265316406
987	0.9442	0.226460498
988	0.9442666667	0.2263611654
989	0.9444666667	0.2261106283
990	0.9445333333	0.2259955892
991	0.9446	0.225852832
992	0.9446	0.2256982096
993	0.9449333333	0.225448584
994	0.9448666667	0.2253512044
995	0.9447333333	0.2252184245
996	0.9447333333	0.2251246257
997	0.9448	0.2249400553
998	0.9448	0.2247923828
999	0.9449333333	0.2246716309
1000	0.9448666667	0.2245192546
1001	0.945	0.224389209
1002	0.945	0.2242819173
1003	0.9452	0.2241126465
1004	0.9452	0.2240382324
1005	0.9452666667	0.2239705566
1006	0.9454666667	0.2238330729
1007	0.9454666667	0.2236556641
1008	0.9454	0.2235334473
1009	0.9455333333	0.223435791
1010	0.9456666667	0.2232888346
1011	0.9458	0.2232028646
1012	0.9456	0.2230475586
1013	0.9457333333	0.2229431966
1014	0.946	0.2228265788
1015	0.9459333333	0.2226450195
1016	0.9459333333	0.2224813802
1017	0.9461333333	0.2223545085
1018	0.9462666667	0.2221392415
1019	0.9463333333	0.2220099609
1020	0.9464	0.2218836263
1021	0.9464	0.2218265951
1022	0.9463333333	0.2216323893
1023	0.9464	0.2215606608
1024	0.9462	0.2214495443
1025	0.9464	0.2212205404
1026	0.9464666667	0.2210764486
1027	0.9466	0.2209299967
1028	0.9469333333	0.2208281087
1029	0.947	0.2206835612
1030	0.9470666667	0.2205606934
1031	0.9473333333	0.220447347
1032	0.9473333333	0.2202955892
1033	0.9474	0.2200663737
1034	0.9474666667	0.2199763835
1035	0.9474666667	0.2197607585
1036	0.9474666667	0.2196701986
1037	0.9475333333	0.2194548503
1038	0.9473333333	0.2192939779
1039	0.9474	0.219155485
1040	0.9474	0.2190569824
1041	0.9477333333	0.2189149414
1042	0.9477333333	0.2187744466
1043	0.9479333333	0.2186776693
1044	0.948	0.2185678548
1045	0.9479333333	0.2184503418
1046	0.9480666667	0.2182092448
1047	0.9483333333	0.2180478027
1048	0.9482666667	0.2179513184
1049	0.9484	0.2177551758
1050	0.9485333333	0.2176107096
1051	0.9487333333	0.2174625977
1052	0.9488	0.2172969076
1053	0.9489333333	0.217185319
1054	0.9489333333	0.2169860514
1055	0.9489333333	0.2167875326
1056	0.9490666667	0.216597998
1057	0.9490666667	0.2164167155
1058	0.949	0.2162624186
1059	0.9489333333	0.2160261556
1060	0.9491333333	0.2158902018
1061	0.9490666667	0.2157529134
1062	0.9491333333	0.2156454915
1063	0.9492666667	0.215544043
1064	0.9494	0.21532889
1065	0.9497333333	0.2150712565
1066	0.9497333333	0.2149187337
1067	0.9497333333	0.2147786133
1068	0.9499333333	0.2146561686
1069	0.9498	0.2145552734
1070	0.9499333333	0.2144038737
1071	0.9499333333	0.2142531087
1072	0.9498666667	0.2141287109
1073	0.9498666667	0.2139650553
1074	0.9499333333	0.2138139974
1075	0.95	0.2137382975
1076	0.9504666667	0.2135511556
1077	0.9504	0.213464681
1078	0.9504666667	0.2134091146
1079	0.9503333333	0.2133268717
1080	0.9504666667	0.2131995768
1081	0.9505333333	0.213102653
1082	0.951	0.2129359049
1083	0.951	0.2128042155
1084	0.9510666667	0.2126982422
1085	0.9511333333	0.2126088704
1086	0.9512666667	0.2124408529
1087	0.9511333333	0.2123202148
1088	0.9512666667	0.2122030273
1089	0.9509333333	0.2120381999
1090	0.9509333333	0.2119535319
1091	0.9510666667	0.2118927734
1092	0.9512	0.2117933105
1093	0.9512666667	0.2116366211
1094	0.9513333333	0.2115380534
1095	0.9514	0.2113934408
1096	0.9512666667	0.2112710286
1097	0.9514	0.2111676758
1098	0.9514666667	0.2109587402
1099	0.9516666667	0.2107866699
1100	0.9518	0.2106276204
1101	0.9516666667	0.2104967122
1102	0.9518666667	0.2104283854
1103	0.9518	0.2103520996
1104	0.9519333333	0.2102629395
1105	0.9521333333	0.2100930339
1106	0.9521333333	0.2098499186
1107	0.9522	0.2097739583
1108	0.9524666667	0.209609554
1109	0.9524666667	0.2094984049
1110	0.9525333333	0.2093801432
1111	0.9525333333	0.2093239583
1112	0.9527333333	0.2091992187
1113	0.9527333333	0.2090580241
1114	0.9528666667	0.2089034993
1115	0.9529333333	0.2087660645
1116	0.9532	0.2085801432
1117	0.9532666667	0.2084360514
1118	0.9534	0.208309196
1119	0.9532666667	0.2081434408
1120	0.9534666667	0.208005127
1121	0.9534666667	0.2078736654
1122	0.9535333333	0.2077378092
1123	0.9537333333	0.207601416
1124	0.9536	0.2074981445
1125	0.9535333333	0.2073462077
1126	0.9536	0.2071761719
1127	0.9536666667	0.2070365072
1128	0.954	0.2068852051
1129	0.9538666667	0.2066854655
1130	0.9538	0.2065911296
1131	0.9539333333	0.2064888021
1132	0.954	0.2064100749
1133	0.9540666667	0.206293278
1134	0.9542	0.2061778971
1135	0.9542	0.2060069661
1136	0.9542666667	0.2058344076
1137	0.9542666667	0.2056604492
1138	0.9543333333	0.2055179036
1139	0.9544666667	0.2054093099
1140	0.9546	0.2052936849
1141	0.9544	0.2051758789
1142	0.9543333333	0.2050229329
1143	0.9544	0.2049585775
1144	0.9546	0.2047288086
1145	0.9545333333	0.2046140625
1146	0.9546666667	0.2044474121
1147	0.9546666667	0.2042641602
1148	0.9545333333	0.2041152018
1149	0.9546	0.203985026
1150	0.9546	0.2039005208
1151	0.9548	0.2037864258
1152	0.9549333333	0.2036648275
1153	0.955	0.2034817871
1154	0.9549333333	0.2033149414
1155	0.9552666667	0.2031356445
1156	0.9552666667	0.2030083822
1157	0.9555333333	0.2029119792
1158	0.9556666667	0.2027274414
1159	0.9556666667	0.20264139
1160	0.9557333333	0.2024797038
1161	0.9558666667	0.2023999023
1162	0.9558666667	0.202312679
1163	0.9560666667	0.2022521484
1164	0.956	0.2020745931
1165	0.9560666667	0.2019576823
1166	0.9560666667	0.2018466146
1167	0.9561333333	0.2017568359
1168	0.9562666667	0.2016116862
1169	0.9562666667	0.2014557454
1170	0.9562	0.2013580566
1171	0.9564666667	0.2011385579
1172	0.9566	0.2009793783
1173	0.9565333333	0.2008611979
1174	0.9563333333	0.2007394857
1175	0.9564666667	0.2006193034
1176	0.9567333333	0.200484375
1177	0.9568	0.2003566081
1178	0.9568666667	0.2002493978
1179	0.9568666667	0.199986084
1180	0.9568666667	0.199927653
1181	0.9568666667	0.1998023112
1182	0.957	0.1996912598
1183	0.9573333333	0.1995502767
1184	0.9573333333	0.1994712565
1185	0.9574	0.1993614095
1186	0.9574666667	0.1991931152
1187	0.9574	0.1990228678
1188	0.9576	0.1989245768
1189	0.9577333333	0.1988401693
1190	0.9575333333	0.1987596842
1191	0.9575333333	0.1986623535
1192	0.9576666667	0.1985547852
1193	0.9576	0.1984746745
1194	0.958	0.1983601074
1195	0.9581333333	0.1981830566
1196	0.9581333333	0.198079248
1197	0.9582666667	0.197889974
1198	0.9582666667	0.1978136393
1199	0.9584666667	0.1976191569
1200	0.9584	0.1975085449
1201	0.9583333333	0.1974383301
1202	0.9582666667	0.1973788086
1203	0.9582	0.1972257324
1204	0.9584666667	0.1971339193
1205	0.9584666667	0.1970625163
1206	0.9584	0.1968754069
1207	0.9588666667	0.1967333171
1208	0.9587333333	0.1966317057
1209	0.9587333333	0.1964742513
1210	0.959	0.1963698893
1211	0.9592	0.1962636068
1212	0.959	0.1961399414
1213	0.9592666667	0.1959712565
1214	0.9592	0.1958483236
1215	0.9594666667	0.1956783203
1216	0.9594666667	0.195591276
1217	0.9594666667	0.1954858236
1218	0.9596	0.1953199056
1219	0.9596	0.1952371745
1220	0.9596666667	0.1950853353
1221	0.9599333333	0.1949359375
1222	0.9602666667	0.1947831543
1223	0.9602666667	0.1947163411
1224	0.9601333333	0.1946070964
1225	0.9602	0.194507959
1226	0.9602666667	0.1944037272
1227	0.9605333333	0.1942283854
1228	0.9604666667	0.1941476562
1229	0.9605333333	0.1940266927
1230	0.9605333333	0.1938908203
1231	0.9607333333	0.1937944661
1232	0.9608	0.1935987793
1233	0.9607333333	0.19350625
1234	0.9608666667	0.1933597493
1235	0.9609333333	0.1932247884
1236	0.9609333333	0.1930845378
1237	0.9608	0.1929041829
1238	0.961	0.1927438151
1239	0.9611333333	0.1925701009
1240	0.9612	0.1925060059
1241	0.9613333333	0.1923781901
1242	0.9611333333	0.1922288086
1243	0.9613333333	0.1921520182
1244	0.9616	0.1920185547
1245	0.9614	0.1918621745
1246	0.9616	0.1917342285
1247	0.9617333333	0.1915356934
1248	0.962	0.1914086751
1249	0.9618666667	0.191298763
1250	0.962	0.1911377441
1251	0.962	0.1910493978
1252	0.9622	0.1907890462
1253	0.9621333333	0.1906658854
1254	0.9624	0.190572168
1255	0.9624	0.1904500326
1256	0.9626666667	0.1903292643
1257	0.9626666667	0.1901878418
1258	0.9626	0.1900592122
1259	0.9626666667	0.1899566732
1260	0.9627333333	0.1898324382
1261	0.9626666667	0.1897695964
1262	0.9627333333	0.189637321
1263	0.9627333333	0.1895225586
1264	0.9628666667	0.1894155273
1265	0.963	0.1893233724
1266	0.9630666667	0.189188444
1267	0.9630666667	0.189082487
1268	0.9631333333	0.1889999186
1269	0.9633333333	0.1888666667
1270	0.9632666667	0.1887340169
1271	0.9634666667	0.1886487956
1272	0.9634666667	0.1885170898
1273	0.9634666667	0.1884436523
1274	0.9636	0.1883426921
1275	0.9635333333	0.1882079427
1276	0.9636666667	0.1880672689
1277	0.9634	0.1879320964
1278	0.9636	0.1878186523
1279	0.9638	0.1877049479
1280	0.9636	0.1875959961
1281	0.9638	0.1874861654
1282	0.964	0.1873524089
1283	0.9640666667	0.1871879069
1284	0.9640666667	0.1871306315
1285	0.9640666667	0.1870188802
1286	0.9640666667	0.1869372721
1287	0.964	0.1868438639
1288	0.9639333333	0.186767985
1289	0.9641333333	0.1866679525
1290	0.964	0.1865412598
1291	0.964	0.1864221517
1292	0.9640666667	0.1863055501
1293	0.9643333333	0.186119987
1294	0.9643333333	0.1860172689
1295	0.9642666667	0.1859158366
1296	0.9643333333	0.1858741862
1297	0.9644	0.1857675456
1298	0.9642666667	0.1856672526
1299	0.9645333333	0.1855288249
1300	0.9645333333	0.1853843099
1301	0.9646	0.1852423177
1302	0.9646	0.1851017578
1303	0.9646	0.185027002
1304	0.9649333333	0.1849558268
1305	0.9649333333	0.1848890951
1306	0.9649333333	0.1847569824
1307	0.9649333333	0.1846967936
1308	0.9649333333	0.1845995768
1309	0.965	0.1845044108
1310	0.9652	0.1843996582
1311	0.9652666667	0.1843024577
1312	0.9652666667	0.1842169596
1313	0.9653333333	0.1841515462
1314	0.9652666667	0.1840769206
1315	0.9654	0.1839770671
1316	0.9654666667	0.1838109212
1317	0.9653333333	0.1836631673
1318	0.9656666667	0.1835493001
1319	0.9658	0.1834226237
1320	0.9656666667	0.1833048828
1321	0.9657333333	0.1832338053
1322	0.9657333333	0.1831221191
1323	0.9658666667	0.1829543457
1324	0.9658	0.1828540039
1325	0.9657333333	0.1827544922
1326	0.9659333333	0.1826459147
1327	0.9658	0.1825663249
1328	0.9658	0.1824327148
1329	0.9658666667	0.1822850423
1330	0.9658	0.1821902832
1331	0.966	0.1820419108
1332	0.9660666667	0.1819647461
1333	0.966	0.1818565755
1334	0.9660666667	0.1817337891
1335	0.9661333333	0.1816309896
1336	0.9662	0.1815311523
1337	0.9662	0.1814881348
1338	0.9660666667	0.1812903646
1339	0.9661333333	0.1812304199
1340	0.9663333333	0.181150651
1341	0.9663333333	0.181072526
1342	0.9663333333	0.1810213867
1343	0.9662666667	0.180891569
1344	0.9664	0.1807843587
1345	0.9666	0.1806606771
1346	0.9667333333	0.1805447754
1347	0.9668	0.1804886556
1348	0.9668	0.1804175456
1349	0.9667333333	0.1802832845
1350	0.9668	0.1801461263
1351	0.9669333333	0.1800916504
1352	0.9670666667	0.1799392253
1353	0.967	0.1798104004
1354	0.9669333333	0.1797161296
1355	0.967	0.1795752604
1356	0.9668666667	0.1794968424
1357	0.967	0.1793576823
1358	0.9670666667	0.1791579915
1359	0.9671333333	0.1790581055
1360	0.967	0.1789854329
1361	0.9672666667	0.1788660156
1362	0.9672	0.1787914063
1363	0.9671333333	0.178745752
1364	0.9672666667	0.1786203451
1365	0.9672	0.1785614909
1366	0.9672	0.1784840169
1367	0.9674	0.1783830729
1368	0.9673333333	0.1782915039
1369	0.9674666667	0.1782039388
1370	0.9676	0.1780846517
1371	0.9675333333	0.1779779948
1372	0.9676666667	0.1778706868
1373	0.9676666667	0.1778135091
1374	0.9676	0.1777580241
1375	0.9676	0.1777079753
1376	0.9676	0.1775788249
1377	0.9679333333	0.1774647786
1378	0.9677333333	0.1773210775
1379	0.9679333333	0.1772094076
1380	0.9679333333	0.1771051595
1381	0.9679333333	0.1769972493
1382	0.9679333333	0.1768635905
1383	0.9679333333	0.1767722331
1384	0.9682666667	0.1766606608
1385	0.9682666667	0.1765417643
1386	0.9682	0.1764874186
1387	0.9682	0.1763497721
1388	0.9683333333	0.1762598307
1389	0.9682666667	0.1761364746
1390	0.9683333333	0.1759878743
1391	0.9682	0.1759167318
1392	0.9683333333	0.1758384928
1393	0.9684	0.1757747884
1394	0.9686666667	0.1757116536
1395	0.9686666667	0.1756657227
1396	0.9687333333	0.1755271973
1397	0.9686666667	0.1754078939
1398	0.969	0.1753052083
1399	0.9688	0.1751870931
1400	0.9688	0.1750955078
1401	0.9689333333	0.1750070313
1402	0.9688	0.1749311523
1403	0.969	0.1748347493
1404	0.969	0.1747208659
1405	0.9691333333	0.1746637858
1406	0.9692	0.1745822754
1407	0.9693333333	0.1744653646
1408	0.9692	0.1743607422
1409	0.9693333333	0.1742816406
1410	0.9694666667	0.1741670573
1411	0.9694666667	0.1740564453
1412	0.9696666667	0.1739997396
1413	0.9696	0.1739035645
1414	0.9698666667	0.1736980632
1415	0.9698	0.1736397949
1416	0.9698666667	0.1735455566
1417	0.9697333333	0.1734452799
1418	0.9698666667	0.1733466471
1419	0.97	0.1732308268
1420	0.9700666667	0.1731469889
1421	0.9702	0.1730451172
1422	0.9702	0.1729260417
1423	0.9701333333	0.1728233561
1424	0.9701333333	0.1727118001
1425	0.9703333333	0.1726577962
1426	0.9704666667	0.1725909505
1427	0.9706666667	0.1724622396
1428	0.9705333333	0.1723277995
1429	0.9705333333	0.1722397461
1430	0.9706666667	0.1721590495
1431	0.9707333333	0.1720682129
1432	0.9705333333	0.1719691243
1433	0.9707333333	0.1718114583
1434	0.9707333333	0.1717749512
1435	0.9707333333	0.1716970052
1436	0.9708666667	0.1716007813
1437	0.9708666667	0.171522168
1438	0.9709333333	0.1714367513
1439	0.9708666667	0.1713749674
1440	0.9708666667	0.1712731771
1441	0.9708	0.1711660482
1442	0.9708	0.171100651
1443	0.9708	0.1710248698
1444	0.9709333333	0.1708988118
1445	0.9710666667	0.1707419271
1446	0.9711333333	0.1706219564
1447	0.9712666667	0.170512679
1448	0.9711333333	0.170361556
1449	0.9714	0.1702898438
1450	0.9714	0.1702244141
1451	0.9712666667	0.1701301432
1452	0.9717333333	0.1700089355
1453	0.9718	0.1698877116
1454	0.9718	0.1697777832
1455	0.9718	0.1696880534
1456	0.9716666667	0.1696096191
1457	0.9718666667	0.1694904948
1458	0.9721333333	0.1693762695
1459	0.9720666667	0.1692967285
1460	0.9720666667	0.1692290202
1461	0.9720666667	0.1691142904
1462	0.9720666667	0.1689907878
1463	0.9721333333	0.1688939616
1464	0.9721333333	0.1688333822
1465	0.9720666667	0.1687644043
1466	0.9722666667	0.1686644857
1467	0.9722666667	0.1684941569
1468	0.9724	0.1684294108
1469	0.9724666667	0.1683693197
1470	0.9724	0.1682944173
1471	0.9726	0.1682061035
1472	0.9726666667	0.1681415039
1473	0.9726	0.1680841471
1474	0.9727333333	0.167967513
1475	0.9727333333	0.1678544271
1476	0.9729333333	0.1677794596
1477	0.9728	0.1676979004
1478	0.9727333333	0.1675439941
1479	0.973	0.1674027181
1480	0.973	0.1673124349
1481	0.9730666667	0.1672492513
1482	0.9731333333	0.1671757161
1483	0.9732	0.1671088542
1484	0.9732	0.1669951823
1485	0.9732	0.1668958008
1486	0.9732	0.1668330078
1487	0.9732	0.1667708333
1488	0.9733333333	0.1666981283
1489	0.9732666667	0.1666366862
1490	0.9732666667	0.1665915365
1491	0.9731333333	0.1664825684
1492	0.9732	0.1664164876
1493	0.9732	0.1662892253
1494	0.9732	0.1662092936
1495	0.9732	0.1660993001
1496	0.9732	0.1660408691
1497	0.9732	0.1659339518
1498	0.9733333333	0.1658532227
1499	0.9733333333	0.1657348307
1500	0.9734666667	0.1656454264
1501	0.9734666667	0.1655346517
1502	0.9734666667	0.1654475586
1503	0.9736	0.165378418
1504	0.9734	0.165307373
1505	0.9735333333	0.1652016276
1506	0.9736	0.1651331543
1507	0.9736666667	0.1650448079
1508	0.9739333333	0.1649159342
1509	0.9738666667	0.1648608398
1510	0.9739333333	0.1647526855
1511	0.9742	0.1646582845
1512	0.9742	0.16459611
1513	0.9739333333	0.1644878906
1514	0.974	0.1643877767
1515	0.9741333333	0.1643037598
1516	0.9742	0.1642212565
1517	0.9742666667	0.1641500163
1518	0.9741333333	0.164058724
1519	0.9744666667	0.1639606934
1520	0.9744	0.163907666
1521	0.9744666667	0.1638062826
1522	0.9745333333	0.163676237
1523	0.9748	0.1635694173
1524	0.9750666667	0.1634587077
1525	0.975	0.1633573405
1526	0.9752	0.1632686849
1527	0.9751333333	0.1632358236
1528	0.9752	0.163131543
1529	0.9754	0.1630343262
1530	0.9755333333	0.1629599121
1531	0.9756	0.162879362
1532	0.9754666667	0.1627080241
1533	0.9757333333	0.1625587891
1534	0.9756666667	0.162515625
1535	0.9756	0.1624201009
1536	0.9756	0.1623514974
1537	0.9756	0.1622674642
1538	0.9755333333	0.1621791992
1539	0.9755333333	0.1620812174
1540	0.9756	0.1620005208
1541	0.9758	0.1619095215
1542	0.9759333333	0.1618253906
1543	0.9758666667	0.1617682617
1544	0.9758	0.1616749023
1545	0.9760666667	0.1616080404
1546	0.9762666667	0.1614920736
1547	0.9763333333	0.1614400553
1548	0.9764	0.1613261393
1549	0.9763333333	0.1612429525
1550	0.9765333333	0.1611651855
1551	0.9764666667	0.161054834
1552	0.9767333333	0.1609128092
1553	0.9766666667	0.1608068359
1554	0.9768	0.1606921061
1555	0.9768666667	0.1605998698
1556	0.9768666667	0.1605483887
1557	0.9768666667	0.1604505371
1558	0.9769333333	0.1603813151
1559	0.9769333333	0.1602827637
1560	0.9769333333	0.1602040039
1561	0.9768666667	0.1601280273
1562	0.9767333333	0.1599647461
1563	0.9768	0.1598688477
1564	0.9768666667	0.1597916667
1565	0.9769333333	0.1596485677
1566	0.9769333333	0.1595907389
1567	0.9768666667	0.1595040853
1568	0.9768666667	0.1594508789
1569	0.9768666667	0.1593416992
1570	0.9769333333	0.1592489746
1571	0.977	0.1591354818
1572	0.9772666667	0.1589933594
1573	0.9773333333	0.1588621908
1574	0.9773333333	0.1587909017
1575	0.9774	0.1586605632
1576	0.9773333333	0.1585933594
1577	0.9774666667	0.1584558757
1578	0.9774666667	0.1583896322
1579	0.9774	0.1582820964
1580	0.9774	0.1581983398
1581	0.9776	0.1581194173
1582	0.9774666667	0.1580664714
1583	0.9775333333	0.1579933431
1584	0.9776	0.1579400716
1585	0.9776666667	0.1578157715
1586	0.9776666667	0.1577678874
1587	0.9777333333	0.1576913574
1588	0.9777333333	0.157610498
1589	0.9779333333	0.1575184408
1590	0.9778666667	0.1574071126
1591	0.978	0.157359554
1592	0.9779333333	0.1572482422
1593	0.9778	0.1571998047
1594	0.9778666667	0.1571163411
1595	0.9779333333	0.1570579264
1596	0.978	0.1569618001
1597	0.9778666667	0.1568967122
1598	0.9777333333	0.1568355957
1599	0.9778666667	0.156758431
1600	0.9778666667	0.1566920898
1601	0.978	0.1566378092
1602	0.9780666667	0.1565848633
1603	0.9779333333	0.1565096517
1604	0.9782	0.156460026
1605	0.9782	0.1563737305
1606	0.9782	0.1563233073
1607	0.9782	0.1562383138
1608	0.9781333333	0.1561653809
1609	0.9782	0.1560511882
1610	0.9782	0.1559858236
1611	0.9782	0.1558949056
1612	0.9782	0.1558446126
1613	0.9782	0.1557807617
1614	0.9782	0.1557209961
1615	0.9783333333	0.155641862
1616	0.9782666667	0.1555640137
1617	0.9784666667	0.1554983561
1618	0.9785333333	0.1554056315
1619	0.9783333333	0.1553106283
1620	0.9783333333	0.1552483398
1621	0.9784	0.155199528
1622	0.9783333333	0.1550815918
1623	0.9783333333	0.1550225098
1624	0.9783333333	0.1549557617
1625	0.9785333333	0.1548966471
1626	0.9784666667	0.1548154297
1627	0.9784	0.1547315755
1628	0.9786	0.154675179
1629	0.9786666667	0.1545982259
1630	0.9786666667	0.1545063151
1631	0.9786666667	0.1544226725
1632	0.9787333333	0.1543311035
1633	0.9787333333	0.1542625488
1634	0.9787333333	0.1541373698
1635	0.9789333333	0.1540695964
1636	0.9789333333	0.1539840332
1637	0.9789333333	0.1539187012
1638	0.9789333333	0.1538220378
1639	0.9788666667	0.1537361491
1640	0.9789333333	0.1536630371
1641	0.9790666667	0.1535571289
1642	0.9790666667	0.1534643392
1643	0.9791333333	0.1533944987
1644	0.9791333333	0.1533589518
1645	0.9791333333	0.1532808919
1646	0.9791333333	0.1532055827
1647	0.9791333333	0.1531239421
1648	0.9791333333	0.1530746094
1649	0.9790666667	0.1529879883
1650	0.9790666667	0.1529242025
1651	0.979	0.1528478353
1652	0.9791333333	0.1527478353
1653	0.9792666667	0.1526639323
1654	0.9792	0.1526116862
1655	0.9793333333	0.1525219727
1656	0.9793333333	0.1524666016
1657	0.9795333333	0.1523795085
1658	0.9794666667	0.1523401367
1659	0.9796	0.1522721517
1660	0.9796666667	0.1521512858
1661	0.9796666667	0.1520761556
1662	0.9795333333	0.1519928711
1663	0.9795333333	0.1519411458
1664	0.9796666667	0.151888916
1665	0.9796666667	0.1517610514
1666	0.9797333333	0.1516641602
1667	0.9798	0.1516134766
1668	0.9798666667	0.1515015951
1669	0.98	0.1513947428
1670	0.98	0.1513131022
1671	0.9798	0.1512762044
1672	0.9798	0.1512157227
1673	0.9798	0.1511491536
1674	0.9798666667	0.1510974772
1675	0.9798666667	0.151023291
1676	0.9797333333	0.1508970215
1677	0.9798	0.1508141276
1678	0.9798666667	0.150751123
1679	0.9798666667	0.1507028646
1680	0.9798666667	0.1506097819
1681	0.9799333333	0.1505484701
1682	0.9801333333	0.1504240885
1683	0.9801333333	0.1503887858
1684	0.9801333333	0.1503308594
1685	0.9802	0.1502737142
1686	0.9801333333	0.1502121094
1687	0.9801333333	0.1501548828
1688	0.9802666667	0.1500944336
1689	0.9801333333	0.1500495768
1690	0.9802	0.1499407389
1691	0.9802	0.1498407389
1692	0.9802	0.1497918945
1693	0.9802666667	0.1497507324
1694	0.9804	0.1496814616
1695	0.9805333333	0.1495958171
1696	0.9805333333	0.1495021973
1697	0.9806666667	0.1494006999
1698	0.9806666667	0.1493008952
1699	0.9807333333	0.1491814616
1700	0.9808	0.1490786784
1701	0.9808666667	0.1490103516
1702	0.981	0.148929248
1703	0.9807333333	0.1488424642
1704	0.9806666667	0.1487998535
1705	0.9808	0.1487228516
1706	0.9808	0.1486247233
1707	0.9810666667	0.1485457845
1708	0.9810666667	0.1484774251
1709	0.9810666667	0.148411084
1710	0.9809333333	0.1483353516
1711	0.981	0.1482773275
1712	0.9810666667	0.1482232422
1713	0.9811333333	0.1481835938
1714	0.9811333333	0.1481013184
1715	0.9809333333	0.1480105957
1716	0.9810666667	0.147941097
1717	0.9808666667	0.1478602702
1718	0.981	0.1478011068
1719	0.981	0.1477778483
1720	0.9812	0.1476302897
1721	0.9811333333	0.1475082031
1722	0.9813333333	0.1473724935
1723	0.9813333333	0.1472738932
1724	0.9813333333	0.1472219401
1725	0.9813333333	0.1471208659
1726	0.9812666667	0.1470254232
1727	0.9814666667	0.1469423991
1728	0.9814666667	0.1468647298
1729	0.9814666667	0.1468298828
1730	0.9815333333	0.1467517253
1731	0.9816	0.1466854818
1732	0.9816	0.1466182617
1733	0.9814666667	0.1465374186
1734	0.9814666667	0.1464967773
1735	0.9815333333	0.1464074382
1736	0.9815333333	0.146338265
1737	0.9815333333	0.1462668132
1738	0.9814666667	0.1461553385
1739	0.9815333333	0.1460657064
1740	0.9815333333	0.1459927572
1741	0.9814	0.1458887858
1742	0.9815333333	0.1457932617
1743	0.9814666667	0.1457139648
1744	0.9814666667	0.1456277018
1745	0.9814	0.145581543
1746	0.9813333333	0.145540804
1747	0.9813333333	0.1454896647
1748	0.9814	0.1454356608
1749	0.9815333333	0.1453566243
1750	0.9815333333	0.1453019694
1751	0.9815333333	0.1452651693
1752	0.9814	0.1451750814
1753	0.9814	0.1451073079
1754	0.9814666667	0.1450657552
1755	0.9816	0.1450055501
1756	0.9816666667	0.1449475586
1757	0.9816	0.1448654622
1758	0.9816	0.1447934408
1759	0.9818666667	0.1446606934
1760	0.9818666667	0.1445841471
1761	0.9818666667	0.1445253092
1762	0.9820666667	0.1444654785
1763	0.9820666667	0.1444219727
1764	0.9819333333	0.1443577311
1765	0.982	0.1442370443
1766	0.9820666667	0.1441578125
1767	0.9820666667	0.1440906413
1768	0.9820666667	0.1439987305
1769	0.9820666667	0.1439320638
1770	0.9820666667	0.1438851237
1771	0.9820666667	0.1438229004
1772	0.9820666667	0.1437623698
1773	0.9821333333	0.1437170898
1774	0.9821333333	0.1436169434
1775	0.9821333333	0.143567041
1776	0.9822	0.1435052734
1777	0.9822	0.143457015
1778	0.9822	0.1434138835
1779	0.9822666667	0.1433052246
1780	0.9824	0.1432359049
1781	0.9823333333	0.1431524414
1782	0.9824	0.1430636556
1783	0.9824	0.1430264323
1784	0.9824666667	0.1429457194
1785	0.9824666667	0.1428942708
1786	0.9825333333	0.1428429199
1787	0.9826	0.142799235
1788	0.9825333333	0.1427060547
1789	0.9825333333	0.1426501465
1790	0.9825333333	0.1425646484
1791	0.9825333333	0.1424348958
